zinc_id,pid,Kd,DeepPurpose_score
ZINC000002570852,P48499,3.640649318695069,16620.64
ZINC000006037131,P48499,3.640649318695069,16620.64
ZINC000000154564,O97193,3.641005277633667,12839.09
ZINC000002557133,O97193,3.6420259475708012,75046.91
ZINC000000154564,O15826,3.6421806812286377,8221.06
ZINC000000105196,Q27686,3.642346858978272,1193288.65
ZINC000000001927,Q27686,3.642346858978272,1193288.65
ZINC000086040406,O15826,3.64255952835083,51079.12
ZINC000003872952,O15826,3.6428906917572017,511.7
ZINC000003812960,O15826,3.6428906917572017,511.7
ZINC000003823435,Q6TUJ5,3.643065452575684,12360.9
ZINC000011616887,Q6TUJ5,3.643065452575684,12360.9
ZINC000001546259,Q6TUJ5,3.643065452575684,12360.9
ZINC000011616889,Q6TUJ5,3.643065452575684,12360.9
ZINC000000599985,O15826,3.6438372135162354,38704.79
ZINC000004658560,Q6TUJ5,3.6445097923278813,16889.48
ZINC000004658562,Q6TUJ5,3.6445097923278813,16889.48
ZINC000012358775,Q4QBL1,3.644580364227295,30380.67
ZINC000030691363,Q6TUJ5,3.6447467803955083,117010.52
ZINC000000001554,O15826,3.645121097564697,1194.11
ZINC000000901039,P48499,3.645676612854004,3121869.94
ZINC000000020257,O15826,3.645874500274658,20.61
ZINC000000057062,O15826,3.645874500274658,20.61
ZINC000000246606,O15826,3.646520376205444,501.52
ZINC000100002768,O15826,3.646520376205444,501.52
ZINC000100002769,O15826,3.646520376205444,501.52
ZINC000000002318,P48499,3.6467130184173584,259921.74
ZINC000000897143,O15826,3.646782636642456,12798.22
ZINC000000388462,O15826,3.64707612991333,13311.59
ZINC000005113686,Q27686,3.6472012996673584,114259.5
ZINC000000896988,Q4QBL1,3.6477842330932617,8199.34
ZINC000005116994,Q6TUJ5,3.6478111743927,208662.96
ZINC000039252793,O97193,3.6481335163116455,12156.99
ZINC000000057734,O97193,3.648207426071167,59341.74
ZINC000000001728,Q6TUJ5,3.648468494415283,21249.83
ZINC000006093534,Q6TUJ5,3.648918867111206,458180.64
ZINC000255983387,Q6TUJ5,3.648918867111206,458180.64
ZINC000095618571,Q6TUJ5,3.648918867111206,458180.64
ZINC000000332752,O15826,3.649976968765259,6172.5
ZINC000000001885,O15826,3.6502714157104488,118678.96
ZINC000004217444,O97193,3.6503500938415527,17.99
ZINC000000896098,Q6TUJ5,3.651652812957764,217117.68
ZINC000000001505,O15826,3.651726961135864,140.51
ZINC000003079336,Q27686,3.652152299880981,30779.68
ZINC000000901616,Q6TUJ5,3.652178049087525,65005.65
ZINC000000135384,Q27686,3.652376651763916,24716.68
ZINC000001532728,O97193,3.6525397300720215,42333.08
ZINC000036156833,Q6TUJ5,3.6530628204345694,63608.26
ZINC000036156831,Q6TUJ5,3.6530628204345694,63608.26
ZINC000000967597,Q6TUJ5,3.6533281803131104,9707.43
ZINC000004284473,P48499,3.653633117675781,38223.52
ZINC000000901616,P48499,3.65394139289856,48976.17
ZINC000001545856,Q6TUJ5,3.6544244289398193,19316.72
ZINC000000331902,O97193,3.654555320739746,109431.2
ZINC000006050663,Q4QHJ8,3.6546266078948975,8485.96
ZINC000100234914,P48499,3.654721736907959,19396.34
ZINC000019594578,P48499,3.654721736907959,19396.34
ZINC000000389291,O15826,3.6548922061920166,2042.6
ZINC000000000591,Q6TUJ5,3.6553900241851807,89484.52
ZINC000005279694,Q6TUJ5,3.6553900241851807,89484.52
ZINC000001895592,Q6TUJ5,3.655512809753418,43966.77
ZINC000003831006,O15826,3.6555678844451904,7279.04
ZINC000013597823,Q6TUJ5,3.6558046340942383,25598.39
ZINC000000968349,O15826,3.6566960811614986,1450.32
ZINC000000968350,O15826,3.6566960811614986,1450.32
ZINC000095920519,P48499,3.657789468765259,384552.12
ZINC000000001011,O15826,3.6580021381378174,6216.37
ZINC000008674155,O15826,3.6580846309661865,459.86
ZINC000002516268,O15826,3.6580846309661865,459.86
ZINC000242463989,P48499,3.6585080623626713,26862.17
ZINC000003872049,Q27686,3.6586315631866455,681571.39
ZINC000000901616,O15826,3.6594572067260738,3330.21
ZINC000001843047,Q6TUJ5,3.6597385406494136,224919.91
ZINC000000000711,Q6TUJ5,3.6597385406494136,224919.91
ZINC000008674155,Q27686,3.6606121063232417,2683.23
ZINC000002516268,Q27686,3.6606121063232417,2683.23
ZINC000000119344,O97193,3.660753726959229,112716.79
ZINC000141259180,Q6TUJ5,3.66075611114502,10945.31
ZINC000000001688,O97193,3.66118049621582,2786.2
ZINC000000004285,O97193,3.6612970829010014,6829.02
ZINC000000507462,O97193,3.662175178527832,882.33
ZINC000000507461,O97193,3.662175178527832,882.33
ZINC000000000905,Q6TUJ5,3.6627428531646733,395025.03
ZINC000000061044,Q6TUJ5,3.6638901233673096,287741.18
ZINC000002584391,Q6TUJ5,3.6639621257781982,58277.77
ZINC000000039089,Q6TUJ5,3.6642272472381587,19008.75
ZINC000000039090,Q6TUJ5,3.6642272472381587,19008.75
ZINC000005356858,O97193,3.664610147476196,1936.95
ZINC000005356910,O97193,3.664610147476196,1936.95
ZINC000005127810,Q6TUJ5,3.664754629135132,11851.09
ZINC000100004276,O97193,3.664780139923096,277.94
ZINC000000000984,O15826,3.6648375988006587,167.34
ZINC000000005710,P48499,3.664939641952514,17999.64
ZINC000005842326,O15826,3.6656510829925537,379.44
ZINC000005838947,O15826,3.6656510829925537,379.44
ZINC000002581450,O15826,3.6656510829925537,379.44
ZINC000005838977,O15826,3.6656510829925537,379.44
ZINC000059660513,P48499,3.6657214164733887,5534.62
ZINC000001532673,Q27686,3.6658473014831534,8739.33
ZINC000002578897,P48499,3.666140794754028,19038.58
ZINC000005838789,P48499,3.666140794754028,19038.58
ZINC000000896981,O15826,3.666322469711304,39488.86
ZINC000004353646,Q4QBL1,3.66632342338562,130582.15
ZINC000000895045,Q6TUJ5,3.666589736938477,40135.26
ZINC000039252793,P48499,3.667264223098755,69629.3
ZINC000169735427,O97193,3.6681623458862314,437.93
ZINC000299841490,O97193,3.6681623458862314,437.93
ZINC000000001028,Q4QHJ8,3.6686022281646733,65884.65
ZINC000000001590,Q6TUJ5,3.668670654296875,1257879.21
ZINC000004097409,Q27686,3.6694257259368896,17018.14
ZINC000001530846,Q27686,3.6694257259368896,17018.14
ZINC000005116305,Q6TUJ5,3.669609785079956,73145.92
ZINC000003788703,Q6TUJ5,3.669928312301636,26670.61
ZINC000000001799,O97193,3.670620441436768,2026.16
ZINC000003872987,Q6TUJ5,3.6711232662200928,3547.48
ZINC000003872989,Q6TUJ5,3.6711232662200928,3547.48
ZINC000001481864,Q6TUJ5,3.6711232662200928,3547.48
ZINC000002008786,Q6TUJ5,3.6711232662200928,3547.48
ZINC000004658577,P48499,3.672969102859497,65154.42
ZINC000003860188,Q27686,3.673842191696167,1018.57
ZINC000000000615,Q6TUJ5,3.6740970611572266,684194.11
ZINC000000394355,Q6TUJ5,3.6740970611572266,684194.11
ZINC000003589203,Q6TUJ5,3.674464702606201,76223.21
ZINC000005141586,Q6TUJ5,3.6745872497558594,40276.44
ZINC000100071256,Q27686,3.67466139793396,12604.11
ZINC000100007011,Q27686,3.67466139793396,12604.11
ZINC000001530762,Q6TUJ5,3.675144910812378,40740.23
ZINC000252480871,P48499,3.676311254501343,9024.94
ZINC000103561250,P48499,3.676311254501343,9024.94
ZINC000252480870,P48499,3.676311254501343,9024.94
ZINC000252480869,P48499,3.676311254501343,9024.94
ZINC000252480872,P48499,3.676311254501343,9024.94
ZINC000001563934,Q27686,3.6764311790466313,155232.05
ZINC000005837443,O97193,3.6766257286071777,783.9
ZINC000002570844,O97193,3.6766257286071777,783.9
ZINC000016929327,O15826,3.676783323287964,238.96
ZINC000003812964,O15826,3.677549600601196,7720.46
ZINC000003872449,O15826,3.677549600601196,7720.46
ZINC000001530303,Q27686,3.677599668502808,6262.16
ZINC000001530938,O97193,3.677892684936523,274896.62
ZINC000000000061,Q6TUJ5,3.6779749393463135,233258.99
ZINC000000085733,Q6TUJ5,3.6779749393463135,233258.99
ZINC000103561250,Q27686,3.6780097484588623,1410.98
ZINC000252480872,Q27686,3.6780097484588623,1410.98
ZINC000252480869,Q27686,3.6780097484588623,1410.98
ZINC000252480870,Q27686,3.6780097484588623,1410.98
ZINC000252480871,Q27686,3.6780097484588623,1410.98
ZINC000001543475,O97193,3.6780967712402335,295.15
ZINC000001532614,Q27686,3.678670644760132,4551.31
ZINC000000000693,O97193,3.6791255474090576,43880.74
ZINC000085432549,P48499,3.679663419723511,2582.3
ZINC000085537024,P48499,3.679663419723511,2582.3
ZINC000000000226,P48499,3.679718017578125,169437.44
ZINC000000897317,O15826,3.6802995204925537,5017.4
ZINC000000000136,O15826,3.6802995204925537,5017.4
ZINC000013831818,Q27686,3.680301189422608,17896.79
ZINC000001530701,O97193,3.680942058563232,6396.06
ZINC000000000038,P48499,3.681917667388916,1352062.3
ZINC000002034893,P48499,3.681917667388916,1352062.3
ZINC000001910640,Q6TUJ5,3.6828417778015137,108831.14
ZINC000001849548,Q6TUJ5,3.682984352111816,1841.25
ZINC000000001098,O15826,3.683101177215576,79.51
ZINC000030731219,Q4QHJ8,3.6832334995269775,7349.35
ZINC000003874803,O15826,3.684316873550415,5531.74
ZINC000000001682,Q6TUJ5,3.6851518154144287,13018.22
ZINC000008383206,P48499,3.6858415603637695,53897.58
ZINC000001482137,Q6TUJ5,3.686261415481568,109074.34
ZINC000001532179,P48499,3.68663501739502,108159.05
ZINC000000000922,O97193,3.688213348388672,4571.11
ZINC000000897102,O15826,3.688322544097901,348.24
ZINC000000897103,O15826,3.688322544097901,348.24
ZINC000100051348,O15826,3.688322544097901,348.24
ZINC000000897095,O15826,3.688322544097901,348.24
ZINC000000158743,Q4QHJ8,3.68834376335144,53019.23
ZINC000001482482,Q6TUJ5,3.6885056495666495,25073.07
ZINC000003789219,Q6TUJ5,3.6885056495666495,25073.07
ZINC000001534779,O15826,3.688629627227783,4.96
ZINC000003986697,Q6TUJ5,3.688743114471436,21809.66
ZINC000034278843,Q6TUJ5,3.688743114471436,21809.66
ZINC000100003200,Q6TUJ5,3.6901094913482666,23690.45
ZINC000100003201,Q6TUJ5,3.6901094913482666,23690.45
ZINC000003812933,Q6TUJ5,3.6901094913482666,23690.45
ZINC000033979157,O97193,3.691200256347656,6561.77
ZINC000053021870,O97193,3.6912224292755127,8076.62
ZINC000083291604,O97193,3.6912224292755127,8076.62
ZINC000053021871,O97193,3.6912224292755127,8076.62
ZINC000017110453,O97193,3.6912224292755127,8076.62
ZINC000002008786,O97193,3.6914980411529537,95.05
ZINC000001481864,O97193,3.6914980411529537,95.05
ZINC000003872989,O97193,3.6914980411529537,95.05
ZINC000003872987,O97193,3.6914980411529537,95.05
ZINC000004214905,Q6TUJ5,3.692229747772217,46683.74
ZINC000000896628,P48499,3.6924095153808594,80025.13
ZINC000020230701,Q4QHJ8,3.6925783157348633,76907.58
ZINC000000000053,P48499,3.692773580551148,7861.55
ZINC000003786156,O15826,3.693203210830689,5659.29
ZINC000004353646,Q4QHJ8,3.693364381790161,169043.23
ZINC000000001944,Q27686,3.693464517593384,842423.42
ZINC000022063424,Q6TUJ5,3.693561553955078,18531.15
ZINC000031259460,Q6TUJ5,3.693561553955078,18531.15
ZINC000002557133,Q27686,3.693782806396485,127829.27
ZINC000095483532,P48499,3.694029092788696,272100.35
ZINC000000083315,Q27686,3.695693016052246,10809.99
ZINC000000001411,O15826,3.6959106922149663,3394.14
ZINC000030731165,O97193,3.6962077617645264,43821.23
ZINC000030731169,O97193,3.6962077617645264,43821.23
ZINC000000001041,Q6TUJ5,3.69651198387146,47121.25
ZINC000000164488,Q27686,3.696584939956665,85061.17
ZINC000003794711,O97193,3.6967787742614746,20950.28
ZINC000000001799,Q27686,3.696942806243897,9662.74
ZINC000254748682,Q6TUJ5,3.696956634521485,370402.25
ZINC000100019007,Q6TUJ5,3.696956634521485,370402.25
ZINC000018099446,Q6TUJ5,3.696956634521485,370402.25
ZINC000011536302,Q6TUJ5,3.6973786354064937,54233.57
ZINC000000000546,Q6TUJ5,3.6973786354064937,54233.57
ZINC000001640015,Q6TUJ5,3.697489976882935,83527.54
ZINC000002041322,Q6TUJ5,3.697489976882935,83527.54
ZINC000000162515,O15826,3.6975719928741455,12996.84
ZINC000001683177,Q27686,3.698584794998169,2889.84
ZINC000008101109,Q6TUJ5,3.698765516281128,1961639.64
ZINC000003860621,Q4QHJ8,3.699218034744263,59830.51
ZINC000005783849,P48499,3.6992552280426025,88645.39
ZINC000000402956,O97193,3.699469327926636,9842.5
ZINC000003079364,O97193,3.699469327926636,9842.5
ZINC000100004133,O15826,3.699487447738648,63.51
ZINC000016052862,P48499,3.699660301208496,5367777.46
ZINC000001693386,Q27686,3.6997556686401367,126704.84
ZINC000018113502,Q27686,3.6997585296630864,59738.55
ZINC000001482164,Q6TUJ5,3.700077772140503,199833.69
ZINC000001532843,O15826,3.700673341751098,206.29
ZINC000001532844,O15826,3.700673341751098,206.29
ZINC000006090979,P48499,3.700759887695313,34890.21
ZINC000005783661,P48499,3.70084547996521,183606.03
ZINC000000001098,O97193,3.701201915740967,104.0
ZINC000001530805,O15826,3.7020084857940674,338.21
ZINC000001530806,O15826,3.7020084857940674,338.21
ZINC000000968349,Q6TUJ5,3.702071905136109,69370.69
ZINC000000968350,Q6TUJ5,3.702071905136109,69370.69
ZINC000000004949,O15826,3.702200174331665,6612.44
ZINC000000896409,Q27686,3.7035493850708012,97887.33
ZINC000085432544,P48499,3.703743696212769,1659.88
ZINC000085555528,P48499,3.703743696212769,1659.88
ZINC000100032775,Q4QBL1,3.704048395156861,41229.1
ZINC000001530757,O15826,3.704092264175415,206373.7
ZINC000001664877,O15826,3.704113006591797,1487.14
ZINC000001664879,O15826,3.704113006591797,1487.14
ZINC000000000825,O15826,3.704113006591797,1487.14
ZINC000001664878,O15826,3.704113483428955,1487.14
ZINC000100032775,Q6TUJ5,3.704201459884644,85806.15
ZINC000000403588,O15826,3.704730987548828,5414.87
ZINC000000000733,O15826,3.704730987548828,5414.87
ZINC000005975487,O97193,3.704939126968384,40322.98
ZINC000006019312,O97193,3.70499324798584,1501.83
ZINC000006019314,O97193,3.70499324798584,1501.83
ZINC000004097409,O97193,3.7050840854644775,13547.16
ZINC000001530846,O97193,3.7050840854644775,13547.16
ZINC000001530600,P48499,3.70515513420105,67648.83
ZINC000000000733,Q6TUJ5,3.705214500427246,103439.2
ZINC000000403588,Q6TUJ5,3.705214500427246,103439.2
ZINC000003861770,O97193,3.705220460891724,53175.53
ZINC000019606670,Q6TUJ5,3.705353975296021,61063.26
ZINC000242648948,O97193,3.705638885498047,8050.92
ZINC000001530416,O97193,3.706700086593628,1561.55
ZINC000095483532,O15826,3.706848621368408,32203.86
ZINC000003797478,O15826,3.7086360454559326,594.39
ZINC000018043251,Q27686,3.708848237991333,54734.33
ZINC000003787626,Q6TUJ5,3.709182977676392,34841.6
ZINC000000002188,P48499,3.709200382232666,17912.36
ZINC000000000928,P48499,3.709322214126587,497.48
ZINC000001532582,O15826,3.710035562515259,3308.84
ZINC000001532583,O15826,3.710035562515259,3308.84
ZINC000006827695,O15826,3.71057653427124,12310.52
ZINC000000056568,O15826,3.710789203643799,1648.52
ZINC000004632106,Q6TUJ5,3.711345195770264,120486.88
ZINC000030691363,O15826,3.711449146270752,6096.77
ZINC000000897288,Q4QBL1,3.71153712272644,114206.2
ZINC000242463989,Q27686,3.712326049804688,17534.22
ZINC000095618558,Q6TUJ5,3.7123615741729736,59520.79
ZINC000095618557,Q6TUJ5,3.7123615741729736,59520.79
ZINC000000001677,O15826,3.712489128112793,2514.93
ZINC000000391809,Q6TUJ5,3.7128982543945312,103948.57
ZINC000000074709,O97193,3.71298623085022,29191.74
ZINC000000001886,O15826,3.7131438255310063,8081.59
ZINC000001545115,Q27686,3.7136244773864746,62614.27
ZINC000001084291,Q6TUJ5,3.713711023330689,8389.16
ZINC000001530244,O97193,3.714354515075684,41072.23
ZINC000016052862,Q6TUJ5,3.714534044265747,5370801.72
ZINC000008466459,Q6TUJ5,3.715065717697144,47619.72
ZINC000006021043,Q6TUJ5,3.715065717697144,47619.72
ZINC000002388372,O15826,3.715307474136353,57185.77
ZINC000000000882,Q27686,3.7158665657043457,77389.13
ZINC000033994795,Q6TUJ5,3.716086864471436,23516.11
ZINC000033994794,Q6TUJ5,3.716086864471436,23516.11
ZINC000033994797,Q6TUJ5,3.716086864471436,23516.11
ZINC000033994796,Q6TUJ5,3.716086864471436,23516.11
ZINC000001675415,Q4QHJ8,3.7165701389312735,167745.31
ZINC000033650254,P48499,3.716641902923584,26944.94
ZINC000033650255,P48499,3.716641902923584,26944.94
ZINC000000135384,Q6TUJ5,3.7167143821716313,45988.34
ZINC000001560331,Q27686,3.7170608043670654,64811.94
ZINC000002033583,Q27686,3.7170608043670654,64811.94
ZINC000002388372,P48499,3.717684030532837,263682.64
ZINC000141259180,P48499,3.71782898902893,7576.53
ZINC000002379217,O97193,3.7179477214813232,62131.94
ZINC000000158585,Q4QHJ8,3.718573093414306,141621.13
ZINC000000896666,O97193,3.718762397766113,17214.02
ZINC000001639567,O97193,3.718762397766113,17214.02
ZINC000000896663,O97193,3.718762397766113,17214.02
ZINC000001482197,O97193,3.718762397766113,17214.02
ZINC000001540787,Q6TUJ5,3.718992710113525,93001.23
ZINC000003860469,Q6TUJ5,3.7190346717834473,47508.38
ZINC000003860468,Q6TUJ5,3.7190349102020255,47508.38
ZINC000000113355,Q6TUJ5,3.7199764251708975,241867.8
ZINC000095618639,P48499,3.7203385829925537,12158.82
ZINC000000001288,Q4QHJ8,3.720366716384888,54550.02
ZINC000000005710,O97193,3.720754384994507,1268.78
ZINC000001712524,Q4QBL1,3.720833539962769,130600.29
ZINC000001081286,O97193,3.721290826797485,34623.58
ZINC000000005426,Q27686,3.722227573394776,93236.28
ZINC000003777911,Q27686,3.722227573394776,93236.28
ZINC000000538152,P48499,3.723684549331665,1683.54
ZINC000000080797,O15826,3.7241945266723633,95.75
ZINC000082872188,O97193,3.7242925167083736,345.61
ZINC000082872187,O97193,3.7242925167083736,345.61
ZINC000001088216,Q6TUJ5,3.7243812084198,99762.25
ZINC000095618602,O15826,3.724451303482056,34.72
ZINC000095618603,O15826,3.724451303482056,34.72
ZINC000005838789,O97193,3.724530935287476,2002.54
ZINC000002578897,O97193,3.724530935287476,2002.54
ZINC000001531036,P48499,3.724581480026245,27171.7
ZINC000001481864,Q27686,3.7247130870819087,1214.66
ZINC000003872989,Q27686,3.7247130870819087,1214.66
ZINC000002008786,Q27686,3.7247130870819087,1214.66
ZINC000003872987,Q27686,3.7247130870819087,1214.66
ZINC000003781686,Q6TUJ5,3.7247190475463863,11821.26
ZINC000100210150,O15826,3.724951267242432,329.96
ZINC000002557133,P48499,3.7255454063415527,235404.48
ZINC000085536956,P48499,3.725656986236572,1679.57
ZINC000087496429,P48499,3.725656986236572,1679.57
ZINC000085536958,P48499,3.725656986236572,1679.57
ZINC000001530938,O15826,3.725716590881348,129983.58
ZINC000000080797,O97193,3.7259709835052486,150.57
ZINC000072190149,P48499,3.726091146469116,190718.42
ZINC000003777911,O97193,3.726940155029297,11273.62
ZINC000000005426,O97193,3.726940155029297,11273.62
ZINC000000006164,Q27686,3.727168560028076,8494.88
ZINC000000024409,Q6TUJ5,3.727867841720581,60405.09
ZINC000000897322,Q6TUJ5,3.727917671203613,141408.19
ZINC000000000471,Q6TUJ5,3.727917671203613,141408.19
ZINC000000004285,P48499,3.7280890941619873,104451.85
ZINC000000085742,O97193,3.7284941673278813,668.45
ZINC000005509740,P48499,3.728747844696045,646146.31
ZINC000001547638,O97193,3.7290558815002437,258.07
ZINC000001535336,O97193,3.7290558815002437,258.07
ZINC000000967928,Q4QHJ8,3.7292985916137695,15391.69
ZINC000021297308,Q6TUJ5,3.72943925857544,50832.33
ZINC000000895828,O15826,3.7298612594604488,45.13
ZINC000000409879,O15826,3.731011867523194,37135.92
ZINC000001679741,Q4QHJ8,3.7312297821044917,31650.29
ZINC000001532358,O15826,3.731264352798462,382.6
ZINC000028973446,P48499,3.731420755386353,27161.71
ZINC000028973441,P48499,3.731420755386353,27161.71
ZINC000000001872,Q27686,3.731898546218872,61470.36
ZINC000100032775,O15826,3.7319395542144775,2807.99
ZINC000003824390,O97193,3.7321135997772217,7951.75
ZINC000022064260,O97193,3.732774257659912,366055.26
ZINC000018284778,P48499,3.733776092529297,204995.22
ZINC000000113355,O15826,3.7344160079956055,10293.99
ZINC000003798750,Q27686,3.734525203704834,3470.62
ZINC000000403618,Q27686,3.734525203704834,3470.62
ZINC000000005389,O97193,3.734835147857666,922.7
ZINC000020230701,Q4QBL1,3.7352170944213863,61341.79
ZINC000001530705,P48499,3.7355685234069824,53131.12
ZINC000003833800,O15826,3.736047744750977,235322.95
ZINC000003861213,O15826,3.736047744750977,235322.95
ZINC000001909090,Q27686,3.7364776134490967,15719.85
ZINC000022065576,P48499,3.737262964248657,22152.26
ZINC000034141652,P48499,3.737262964248657,22152.26
ZINC000001532680,O97193,3.7377676963806152,2763.37
ZINC000000388664,P48499,3.737793445587158,798.72
ZINC000100022260,P48499,3.737793445587158,798.72
ZINC000000404304,P48499,3.737793445587158,798.72
ZINC000100022257,P48499,3.737793445587158,798.72
ZINC000001608917,O97193,3.7379167079925537,3474.39
ZINC000000001098,P48499,3.7380781173706055,10944.56
ZINC000003813525,Q6TUJ5,3.738580226898194,1997.59
ZINC000013831819,Q6TUJ5,3.7387893199920654,30938.38
ZINC000000403567,Q6TUJ5,3.739501953125,81445.61
ZINC000003861768,Q6TUJ5,3.7395060062408447,55689.19
ZINC000000901616,Q27686,3.7401332855224614,33864.01
ZINC000056897596,Q6TUJ5,3.740188837051392,174396.81
ZINC000005134248,Q4QHJ8,3.740909337997437,82149.99
ZINC000100051350,Q4QHJ8,3.740909337997437,82149.99
ZINC000006473422,O15826,3.741044759750366,144.61
ZINC000018113502,O15826,3.741277933120728,2388.98
ZINC000002525881,Q6TUJ5,3.741318941116333,73208.51
ZINC000003780929,Q6TUJ5,3.7414140701293945,122376.08
ZINC000000120234,Q27686,3.7422945499420166,70266.97
ZINC000000057058,P48499,3.742318868637085,13308.52
ZINC000022062037,Q6TUJ5,3.7425696849823,174236.23
ZINC000022062039,Q6TUJ5,3.7425696849823,174236.23
ZINC000100051487,Q6TUJ5,3.742668867111206,260.84
ZINC000256009345,Q6TUJ5,3.742668867111206,260.84
ZINC000100051482,Q6TUJ5,3.742668867111206,260.84
ZINC000006032030,Q6TUJ5,3.742668867111206,260.84
ZINC000006067254,Q6TUJ5,3.742668867111206,260.84
ZINC000256009346,Q6TUJ5,3.742668867111206,260.84
ZINC000000001886,Q4QHJ8,3.744014263153076,85276.53
ZINC000012362955,O15826,3.7440373897552486,212.6
ZINC000100003506,O15826,3.7440373897552486,212.6
ZINC000100003504,O15826,3.7440373897552486,212.6
ZINC000000901159,O15826,3.744486570358277,5444.44
ZINC000019364242,Q27686,3.744508981704712,74069.74
ZINC000003830910,Q6TUJ5,3.745310306549072,15361.64
ZINC000002041360,Q6TUJ5,3.745310306549072,15361.64
ZINC000100014791,P48499,3.7456305027008057,232.05
ZINC000008143788,P48499,3.7456305027008057,232.05
ZINC000003803539,O15826,3.746263027191162,5493.04
ZINC000001484406,Q27686,3.7465591430664062,64654.09
ZINC000005141586,O15826,3.747348546981812,97.34
ZINC000001531036,Q27686,3.7474074363708496,17515.13
ZINC000068199892,P48499,3.7474093437194815,10152.49
ZINC000053041013,O97193,3.747557401657105,388.08
ZINC000053041008,O97193,3.747557401657105,388.08
ZINC000000114386,O15826,3.7475900650024414,194.56
ZINC000000000371,O15826,3.7475900650024414,194.56
ZINC000000266964,Q6TUJ5,3.7477023601531982,1621199.58
ZINC000006827595,Q4QHJ8,3.748408079147339,84377.12
ZINC000001544807,Q6TUJ5,3.748418092727661,30067.05
ZINC000001532729,Q6TUJ5,3.748418092727661,30067.05
ZINC000000005710,Q27686,3.7484688758850098,10130.79
ZINC000001531008,O97193,3.7485969066619873,25247.08
ZINC000000006226,Q27686,3.748921394348145,7013.88
ZINC000003137600,Q6TUJ5,3.750226259231568,33867.43
ZINC000000001554,Q6TUJ5,3.7503156661987305,61183.52
ZINC000004284473,Q27686,3.7506482601165767,45162.6
ZINC000043226442,O15826,3.750811100006104,558.06
ZINC000002041046,P48499,3.7508890628814697,336483.64
ZINC000000395010,O97193,3.7509589195251465,4456.93
ZINC000001591814,Q27686,3.751670837402344,11134.84
ZINC000002586020,O97193,3.751679182052612,46234.04
ZINC000040952813,O97193,3.751679182052612,46234.04
ZINC000005845717,Q27686,3.751729011535645,50793.89
ZINC000016052862,O97193,3.752152681350708,5393028.84
ZINC000000074709,P48499,3.7522761821746826,163243.46
ZINC000003644165,O97193,3.752345085144043,19930.71
ZINC000299841490,P48499,3.7524914741516113,10104.4
ZINC000169735427,P48499,3.7524914741516113,10104.4
ZINC000001697403,Q4QBL1,3.752595186233521,8074.69
ZINC000000001944,Q4QHJ8,3.7527711391448975,849823.39
ZINC000022061321,O97193,3.752995729446411,80.87
ZINC000022061315,O97193,3.752995729446411,80.87
ZINC000022061318,O97193,3.752995729446411,80.87
ZINC000022061312,O97193,3.7529959678649902,80.87
ZINC000113907790,Q6TUJ5,3.7535212039947514,89130.34
ZINC000100070937,Q27686,3.7536220550537114,1071.79
ZINC000003860897,Q4QHJ8,3.753804683685303,13686.44
ZINC000000388075,Q4QHJ8,3.753804683685303,13686.44
ZINC000003784173,O15826,3.754319906234741,97.0
ZINC000000003983,O15826,3.754319906234741,97.0
ZINC000004217444,Q27686,3.7543246746063232,158.24
ZINC000003643731,Q27686,3.7544329166412354,63582.01
ZINC000000395010,P48499,3.7545654773712163,67681.96
ZINC000006117169,Q4QHJ8,3.755051612854004,5604.96
ZINC000001915835,Q6TUJ5,3.755308389663696,6513.72
ZINC000003861209,Q27686,3.7557222843170166,99690.96
ZINC000001529776,O15826,3.756244659423828,301.07
ZINC000003979899,Q6TUJ5,3.7563109397888175,397390.22
ZINC000003872049,O97193,3.7565159797668457,310105.82
ZINC000001542907,O97193,3.7568881511688232,4116.25
ZINC000000001691,O15826,3.756982564926148,2541.26
ZINC000053041008,Q6TUJ5,3.757020711898804,10868.07
ZINC000053041013,Q6TUJ5,3.757020711898804,10868.07
ZINC000003830891,P48499,3.7571322917938232,39950.83
ZINC000021297308,O97193,3.757136821746826,1016.5
ZINC000000000490,O97193,3.7572972774505615,3716.23
ZINC000001530416,Q27686,3.757316112518311,17515.13
ZINC000014263142,P48499,3.757363557815552,856.66
ZINC000012360535,O15826,3.757914543151856,7287.36
ZINC000100006441,Q6TUJ5,3.757917642593384,200428.85
ZINC000003593790,Q4QHJ8,3.7580745220184326,923.66
ZINC000038174299,Q4QHJ8,3.7580745220184326,923.66
ZINC000038174297,Q4QHJ8,3.7580745220184326,923.66
ZINC000014658068,P48499,3.7582514286041264,268306.86
ZINC000000206825,O97193,3.759376764297485,8136.49
ZINC000000001098,Q27686,3.75972843170166,6452.36
ZINC000001591814,Q4QHJ8,3.759902000427246,7579.33
ZINC000000057624,Q6TUJ5,3.759989261627197,39156.34
ZINC000000057623,Q6TUJ5,3.759989261627197,39156.34
ZINC000056897596,O15826,3.760814666748047,4301.0
ZINC000000395560,Q27686,3.7612500190734863,4486.02
ZINC000095544807,P48499,3.761281728744507,2151.0
ZINC000245189325,Q4QHJ8,3.7614457607269287,444385.05
ZINC000002516268,O97193,3.762013912200928,1002.34
ZINC000008674155,O97193,3.762013912200928,1002.34
ZINC000001543475,Q6TUJ5,3.7621271610260014,53929.67
ZINC000001719021,Q4QBL1,3.762250423431397,86993.06
ZINC000003831051,Q27686,3.7624876499176025,10444.62
ZINC000003831050,Q27686,3.7624876499176025,10444.62
