drug,prot,score
ZINC000001554399,Q6TUJ5,1300.73
ZINC000101121003,P48499,13003.42
ZINC000030691369,P48499,13003.55
ZINC000059185874,P48499,13004.48
ZINC000002040287,Q4QBL1,13005.55
ZINC000000000432,Q4QBL1,13005.55
ZINC000001812122,Q27686,13005.77
ZINC000001812123,Q27686,13005.77
ZINC000000405262,Q6TUJ5,13007.3
ZINC000000405263,Q6TUJ5,13007.3
ZINC000095618600,Q27686,13009.64
ZINC000033971074,Q27686,13009.64
ZINC000001530611,P48499,1301.19
ZINC000013912512,Q27686,1301.22
ZINC000013912511,Q27686,1301.22
ZINC000085205448,Q27686,1301.41
ZINC000003882034,O15826,1301.48
ZINC000003785696,O15826,1301.75
ZINC000031597280,Q27686,1301.79
ZINC000005125007,O97193,1301.89
ZINC000012503842,O97193,1301.89
ZINC000100051402,O15826,1301.9
ZINC000003873160,P48499,1301.9
ZINC000100051400,O15826,1301.9
ZINC000012494340,O97193,13011.36
ZINC000005167145,O97193,13011.36
ZINC000100090021,P48499,13011.8
ZINC000004212851,P48499,13016.7
ZINC000040763593,Q6TUJ5,13017.06
ZINC000003604037,Q6TUJ5,13017.06
ZINC000008234351,Q27686,130178.18
ZINC000000001682,Q6TUJ5,13018.22
ZINC000001533883,Q4QHJ8,13018.6
ZINC000008101109,Q4QBL1,1301824.67
ZINC000019796080,Q4QBL1,13019.12
ZINC000056898743,Q27686,1302.28
ZINC000003919685,Q4QBL1,1302.38
ZINC000038343653,Q4QBL1,1302.51
ZINC000011681563,Q27686,1302.64
ZINC000001530218,Q4QHJ8,1302.65
ZINC000002572643,Q4QHJ8,1302.65
ZINC000003871701,Q4QHJ8,1302.65
ZINC000003871702,Q4QHJ8,1302.65
ZINC000003873163,Q6TUJ5,13020.03
ZINC000006534965,O97193,13021.22
ZINC000004257980,P48499,130216.2
ZINC000002516030,P48499,130216.2
ZINC000003860329,O15826,130253.53
ZINC000003860328,O15826,130253.53
ZINC000068245097,Q27686,13027.44
ZINC000000643046,P48499,13027.98
ZINC000004217475,Q6TUJ5,130272.76
ZINC000008214519,Q4QBL1,13028.06
ZINC000006920384,Q4QBL1,13028.06
ZINC000001532735,Q4QBL1,13028.06
ZINC000008221075,Q4QBL1,13028.06
ZINC000100001820,Q27686,1303.13
ZINC000001481797,O15826,1303.68
ZINC000001481798,O15826,1303.68
ZINC000003781686,Q4QBL1,1303.79
ZINC000257526034,Q27686,13030.33
ZINC000118915340,Q27686,13030.33
ZINC000118915342,Q27686,13030.33
ZINC000118915341,Q27686,13030.33
ZINC000118915343,Q27686,13030.33
ZINC000257526032,Q27686,13030.33
ZINC000257526033,Q27686,13030.33
ZINC000257526031,Q27686,13030.33
ZINC000001590366,Q27686,130314.03
ZINC000114545220,P48499,13032.88
ZINC000000158116,Q4QHJ8,13033.03
ZINC000033962911,Q4QHJ8,13033.05
ZINC000003786156,P48499,130347.09
ZINC000003779042,P48499,13038.6
ZINC000002004483,O97193,13038.93
ZINC000034125842,Q6TUJ5,130384.88
ZINC000000004893,Q6TUJ5,130384.88
ZINC000000002299,Q6TUJ5,130384.88
ZINC000011677376,Q6TUJ5,130384.88
ZINC000096006024,Q4QHJ8,1304.12
ZINC000003954922,Q27686,1304.44
ZINC000003833821,Q4QBL1,1304.65
ZINC000169990691,Q27686,1304.85
ZINC000070471849,P48499,13042.47
ZINC000000597434,Q6TUJ5,13044.01
ZINC000090583842,Q4QBL1,13045.76
ZINC000049952320,Q4QBL1,13046.11
ZINC000003861537,Q6TUJ5,1305.13
ZINC000004262096,Q6TUJ5,1305.13
ZINC000003938759,Q27686,1305.16
ZINC000072178696,Q27686,1305.16
ZINC000005178751,O15826,1305.3
ZINC000022446634,O15826,1305.6
ZINC000096006009,O97193,1305.85
ZINC000004214715,Q4QHJ8,130519.01
ZINC000011679756,Q27686,13052.87
ZINC000002388372,Q4QHJ8,130524.82
ZINC000003831139,Q4QBL1,13055.13
ZINC000000006156,Q4QBL1,13055.13
ZINC000002022217,Q4QBL1,13055.31
ZINC000001534963,Q4QBL1,13055.31
ZINC000003982151,O15826,13055.84
ZINC000005166438,O97193,13057.34
ZINC000026979265,O97193,13057.34
ZINC000001532525,Q6TUJ5,13057.57
ZINC000004353646,Q4QBL1,130582.15
ZINC000015449189,P48499,1306.17
ZINC000015449187,P48499,1306.17
ZINC000100068871,P48499,1306.17
ZINC000100036938,P48499,1306.17
ZINC000064637997,P48499,1306.17
ZINC000064637995,P48499,1306.17
ZINC000100054871,P48499,1306.17
ZINC000100054873,P48499,1306.17
ZINC000019594549,Q27686,1306.19
ZINC000000002144,O15826,1306.23
ZINC000000000903,Q6TUJ5,1306.39
ZINC000001847308,Q4QHJ8,1306.48
ZINC000000607941,Q4QHJ8,1306.48
ZINC000002379515,O97193,1306.53
ZINC000139868161,O97193,1306.87
ZINC000139868282,O97193,1306.87
ZINC000026249456,Q27686,1306.92
ZINC000001530071,Q4QBL1,1306.95
ZINC000013556853,Q4QHJ8,13060.54
ZINC000065743122,Q4QHJ8,13060.54
ZINC000065743123,Q4QHJ8,13060.54
ZINC000013588928,Q4QHJ8,13060.54
ZINC000001712524,Q4QBL1,130600.29
ZINC000000895199,Q6TUJ5,1306088.24
ZINC000000004753,P48499,13062.13
ZINC000135848905,O15826,130638.8
ZINC000101687676,O15826,130638.8
ZINC000049852136,O15826,130638.8
ZINC000101687674,O15826,130638.8
ZINC000008214625,P48499,130640.95
ZINC000139920592,P48499,13066.07
ZINC000003831139,O97193,1307.0
ZINC000003920673,Q27686,1307.0
ZINC000000006156,O97193,1307.0
ZINC000100008275,Q4QBL1,1307.21
ZINC000000155694,Q4QBL1,1307.21
ZINC000095618670,O97193,1307.77
ZINC000003812892,Q4QBL1,13070.14
ZINC000003831511,Q4QBL1,13070.14
ZINC000005113685,Q6TUJ5,130701.64
ZINC000018167382,O15826,13071.25
ZINC000001550770,Q6TUJ5,13071.93
ZINC000005958052,Q6TUJ5,130739.39
ZINC000005958019,Q6TUJ5,130739.39
ZINC000002243733,Q6TUJ5,130739.39
ZINC000002509756,Q6TUJ5,130739.39
ZINC000117040414,Q4QBL1,13076.05
ZINC000001538900,Q27686,130761.13
ZINC000002003702,Q27686,1308.04
ZINC000001675361,Q27686,1308.04
ZINC000038314370,O97193,1308.18
ZINC000008214619,P48499,1308.47
ZINC000004097406,Q4QBL1,1308.58
ZINC000001548097,P48499,1308.64
ZINC000027324454,Q6TUJ5,1308.92
ZINC000014209416,P48499,130807.66
ZINC000248065217,P48499,13081.65
ZINC000248065211,P48499,13081.65
ZINC000022058301,P48499,13081.65
ZINC000029391220,Q27686,13083.67
ZINC000005019445,P48499,13083.78
ZINC000000000401,Q4QBL1,13085.28
ZINC000000402981,Q4QBL1,13085.28
ZINC000000402979,Q4QBL1,13085.28
ZINC000000402980,Q4QBL1,13085.28
ZINC000001481747,P48499,13085.38
ZINC000001678302,P48499,13085.38
ZINC000003936307,Q27686,130854.49
ZINC000003869774,O15826,1309.61
ZINC000000213065,O97193,1309.63
ZINC000001544066,P48499,1309.78
ZINC000006068248,Q4QBL1,1309.83
ZINC000006068249,Q4QBL1,1309.83
ZINC000000607934,P48499,13090.73
ZINC000003872945,P48499,13090.73
ZINC000013540519,Q27686,13092.04
ZINC000000575546,O15826,13092.2
ZINC000005133378,Q4QHJ8,130954.16
ZINC000003875259,Q6TUJ5,13096.19
ZINC000068198368,Q4QBL1,131.0
ZINC000000538362,Q4QBL1,131.05
ZINC000003800982,O15826,131.06
ZINC000003830961,Q4QBL1,131.07
ZINC000027990463,Q27686,131.21
ZINC000066111849,O15826,131.23
ZINC000004213363,Q4QHJ8,131.23
ZINC000008214590,Q4QHJ8,131.25
ZINC000003800054,O15826,131.26
ZINC000034039290,Q6TUJ5,131.3
ZINC000118915338,P48499,131.31
ZINC000118915339,P48499,131.31
ZINC000118915336,P48499,131.31
ZINC000118915337,P48499,131.31
ZINC000000597379,Q27686,131.37
ZINC000004217167,Q27686,131.38
ZINC000003875356,Q27686,131.38
ZINC000043197072,Q6TUJ5,131.4
ZINC000100031333,P48499,131.42
ZINC000022001248,P48499,131.42
ZINC000033980648,O15826,131.43
ZINC000043153259,O97193,131.43
ZINC000003794575,O15826,131.46
ZINC000003996025,O15826,131.46
ZINC000072282568,O15826,131.46
ZINC000000901335,O97193,131.49
ZINC000212547609,P48499,131.5
ZINC000035279789,Q6TUJ5,131.52
ZINC000103590297,Q27686,131.52
ZINC000072190046,Q6TUJ5,131.6
ZINC000016052720,Q6TUJ5,131.6
ZINC000095092797,Q6TUJ5,131.6
ZINC000016052719,Q6TUJ5,131.6
ZINC000100006429,O15826,131.6
ZINC000003784912,O97193,131.65
ZINC000005764976,O97193,131.65
ZINC000018324776,P48499,131.71
ZINC000085537008,O97193,131.79
ZINC000003811831,O97193,131.84
ZINC000169362009,O15826,131.89
ZINC000003800727,O15826,131.9
ZINC000017653971,Q27686,131.96
ZINC000001482162,Q4QBL1,131.98
ZINC000001481789,Q4QBL1,131.98
ZINC000003818355,P48499,131.99
ZINC000103298099,O15826,1310.28
ZINC000056897668,P48499,131020.03
ZINC000100053845,Q6TUJ5,13103.13
ZINC000100053860,Q6TUJ5,13103.13
ZINC000100053849,Q6TUJ5,13103.13
ZINC000100053855,Q6TUJ5,13103.13
ZINC000003882897,P48499,13105.86
ZINC000019230121,Q6TUJ5,131054.85
ZINC000003875439,P48499,13106.66
ZINC000009212279,P48499,13106.66
ZINC000003831243,P48499,13106.66
ZINC000003831241,P48499,13106.66
ZINC000040829484,Q4QBL1,131063.92
ZINC000002020233,P48499,13107.44
ZINC000001703948,Q4QBL1,131088.53
ZINC000003590980,Q4QBL1,131088.53
ZINC000013478606,Q27686,1311.19
ZINC000000602216,Q4QHJ8,1311.24
ZINC000019701769,Q6TUJ5,1311.31
ZINC000000896958,Q4QHJ8,1311.39
ZINC000000896968,Q4QHJ8,1311.39
ZINC000000968301,Q4QHJ8,1311.39
ZINC000000000346,Q4QHJ8,1311.39
ZINC000004097468,P48499,1311.56
ZINC000024811973,Q4QBL1,1311.61
ZINC000000057623,O15826,1311.9
ZINC000000057624,O15826,1311.9
ZINC000261494648,P48499,13110.55
ZINC000150338912,P48499,13110.55
ZINC000261494649,P48499,13110.55
ZINC000150338908,P48499,13110.55
ZINC000140740551,Q4QHJ8,13110.95
ZINC000001536931,Q27686,13112.78
ZINC000002019996,Q27686,13112.78
ZINC000000896484,P48499,131160.87
ZINC000000001931,Q4QBL1,13117.46
ZINC000043201232,Q4QHJ8,1312.1
ZINC000218037687,Q6TUJ5,1312.15
ZINC000000006737,Q4QHJ8,1312.33
ZINC000008214414,Q4QHJ8,1312.36
ZINC000150340729,Q4QHJ8,1312.36
ZINC000150340720,Q4QHJ8,1312.36
ZINC000000967921,Q4QBL1,1312.48
ZINC000000000666,Q4QBL1,1312.48
ZINC000065742963,Q27686,1312.78
ZINC000095587536,Q27686,1312.9
ZINC000001544795,P48499,13121.78
ZINC000000001460,P48499,13122.13
ZINC000038608147,Q6TUJ5,131227.06
ZINC000013982410,P48499,13123.61
ZINC000008655374,Q4QHJ8,13123.67
ZINC000136592824,P48499,13123.83
ZINC000095618864,Q6TUJ5,131240.68
ZINC000057297068,Q6TUJ5,13125.47
ZINC000008583964,P48499,131281.53
ZINC000002040854,P48499,131281.53
ZINC000003808778,O97193,1313.38
ZINC000049783754,Q27686,13130.6
ZINC000095618900,Q27686,13130.6
ZINC000004422978,Q4QHJ8,13132.97
ZINC000077311862,Q4QHJ8,13132.97
ZINC000000001995,Q6TUJ5,13133.73
ZINC000001713960,Q4QBL1,13134.66
ZINC000001481877,Q4QBL1,13134.66
ZINC000052509444,P48499,13136.16
ZINC000013986943,O97193,1314.35
ZINC000034662892,Q4QHJ8,1314.45
ZINC000001546374,Q4QBL1,1314.53
ZINC000040493529,Q6TUJ5,131406.13
ZINC000017311164,Q6TUJ5,13141.71
ZINC000003831205,P48499,13144.12
ZINC000002021931,Q27686,131440.76
ZINC000000597556,Q27686,131440.76
ZINC000001529732,P48499,131450.29
ZINC000000580890,Q27686,13150.43
ZINC000000039092,Q4QBL1,131565.08
ZINC000257838187,O97193,13157.04
ZINC000257838199,O97193,13157.04
ZINC000033983974,Q6TUJ5,13157.29
ZINC000036330844,Q27686,13159.19
ZINC000001536931,P48499,13159.76
ZINC000002019996,P48499,13159.76
ZINC000014881137,O15826,1316.04
ZINC000060195421,O15826,1316.04
ZINC000038141918,O15826,1316.04
ZINC000003819446,Q4QHJ8,1316.31
ZINC000004214740,Q6TUJ5,1316.71
ZINC000013975501,Q4QHJ8,1316.73
ZINC000002016005,Q4QBL1,13163.62
ZINC000001533476,Q4QBL1,13163.62
ZINC000008214483,O15826,13168.63
ZINC000006344064,Q4QHJ8,131689.73
ZINC000034892269,Q27686,1317.04
ZINC000005179119,O97193,1317.3
ZINC000002041017,Q27686,1317.45
ZINC000001606505,Q27686,1317.45
ZINC000072190147,Q4QHJ8,1317.55
ZINC000004098984,O97193,1317.77
ZINC000252286769,Q6TUJ5,1317.79
ZINC000068203220,Q6TUJ5,1317.79
ZINC000001542005,Q4QHJ8,13170.04
ZINC000072190149,O97193,13170.05
ZINC000003202703,Q6TUJ5,13171.41
ZINC000000538266,Q6TUJ5,13173.81
ZINC000005861416,Q6TUJ5,1317399.81
ZINC000085552271,Q27686,13174.92
ZINC000000135391,P48499,1317464.91
ZINC000162986248,Q6TUJ5,13175.2
ZINC000003079337,Q27686,131758.93
ZINC000003830283,Q6TUJ5,13176.72
ZINC000003812918,Q6TUJ5,13176.72
ZINC000003799010,Q27686,1318.47
ZINC000000538116,O97193,1318.57
ZINC000003982471,Q4QBL1,1318.74
ZINC000008679996,Q4QBL1,1318.74
ZINC000031415716,Q27686,1318.79
ZINC000000001453,Q4QHJ8,1318.81
ZINC000043226442,O97193,1318.84
ZINC000003779903,P48499,1318.94
ZINC000033981898,Q27686,131808.71
ZINC000117145933,P48499,13181.8
ZINC000013282570,Q27686,131820.86
ZINC000000388661,Q6TUJ5,1318634.21
ZINC000100001965,Q4QHJ8,1319.2
ZINC000100001964,Q4QHJ8,1319.2
ZINC000113428556,Q4QHJ8,1319.26
ZINC000000359757,Q4QBL1,1319.42
ZINC000003593790,Q27686,1319.93
ZINC000038174297,Q27686,1319.93
ZINC000038174299,Q27686,1319.93
ZINC000000001003,O15826,1319.94
ZINC000003581471,Q6TUJ5,131910.63
ZINC000000002264,Q27686,13195.71
ZINC000002038644,Q27686,131958.0
ZINC000002038643,Q27686,131958.0
ZINC000000139370,Q4QHJ8,13198.71
ZINC000000139367,Q4QHJ8,13198.71
ZINC000004097438,P48499,132.11
ZINC000004097439,P48499,132.11
ZINC000065748340,O15826,132.14
ZINC000150338703,O97193,132.14
ZINC000065748339,O15826,132.14
ZINC000030731098,Q27686,132.23
ZINC000030731093,Q27686,132.23
ZINC000013914293,Q4QHJ8,132.27
ZINC000072131126,O97193,132.29
ZINC000096902468,O15826,132.35
ZINC000003784334,O15826,132.4
ZINC000003881345,O15826,132.41
ZINC000003873638,Q27686,132.42
ZINC000095618875,O97193,132.43
ZINC000095618874,O97193,132.43
ZINC000013763987,P48499,132.45
ZINC000095670835,Q4QHJ8,132.46
ZINC000029571072,Q6TUJ5,132.49
ZINC000049637509,Q6TUJ5,132.49
ZINC000000119983,Q4QHJ8,132.52
ZINC000000119988,Q4QHJ8,132.52
ZINC000004097439,Q6TUJ5,132.54
ZINC000004097438,Q6TUJ5,132.54
ZINC000012414057,Q4QBL1,132.59
ZINC000150340436,O15826,132.6
ZINC000085536940,Q27686,132.6
ZINC000064548968,O97193,132.63
ZINC000003982471,O15826,132.71
ZINC000008679996,O15826,132.71
ZINC000089224316,Q4QHJ8,132.78
ZINC000113476229,Q6TUJ5,132.8
ZINC000034279410,Q4QBL1,132.86
ZINC000114896976,Q4QBL1,132.87
ZINC000257362202,Q4QBL1,132.88
ZINC000256109530,Q4QBL1,132.88
ZINC000256109542,Q4QBL1,132.88
ZINC000118915214,Q4QBL1,132.88
ZINC000242548690,Q4QBL1,132.88
ZINC000003798757,O97193,132.88
ZINC000118915217,Q4QBL1,132.88
ZINC000256109538,Q4QBL1,132.88
ZINC000118915216,Q4QBL1,132.88
ZINC000256109534,Q4QBL1,132.88
ZINC000118915215,Q4QBL1,132.88
ZINC000003779067,O15826,132.92
ZINC000053229445,Q27686,132.93
ZINC000003812144,Q4QHJ8,132.93
ZINC000169746323,Q4QHJ8,132.94
ZINC000003828610,O15826,132.94
ZINC000000404160,Q4QBL1,132.96
ZINC000014943121,Q6TUJ5,1320.23
ZINC000100005073,Q27686,1320.45
ZINC000169292819,Q27686,1320.7
ZINC000004097460,Q27686,1320.86
ZINC000242548680,Q27686,1320.86
ZINC000003776874,Q4QBL1,13200.35
ZINC000084757007,P48499,13200.36
ZINC000034999931,Q6TUJ5,132001.9
ZINC000003966287,Q4QBL1,13201.55
ZINC000000002273,P48499,132033.29
ZINC000000000469,P48499,132033.29
ZINC000011616657,Q27686,132039.81
ZINC000003831462,Q27686,132039.81
ZINC000004468952,Q6TUJ5,13205.6
ZINC000001530575,Q6TUJ5,13205.6
ZINC000000000627,Q6TUJ5,13205.77
ZINC000003975718,O15826,13205.89
ZINC000000968303,Q4QBL1,132054.09
ZINC000003977737,Q27686,132054.82
ZINC000000003986,Q4QBL1,132065.62
ZINC000002015997,Q4QBL1,132065.62
ZINC000028711707,Q6TUJ5,13207.37
ZINC000003914617,Q6TUJ5,13208.87
ZINC000095618602,Q6TUJ5,1321.0
ZINC000095618603,Q6TUJ5,1321.0
ZINC000150339052,Q27686,1321.01
ZINC000256630463,Q27686,1321.01
ZINC000256630449,Q27686,1321.01
ZINC000150339050,Q27686,1321.01
ZINC000256630457,Q27686,1321.01
ZINC000095618662,Q27686,1321.01
ZINC000150339055,Q27686,1321.01
ZINC000072190155,P48499,13214.65
ZINC000067906429,Q6TUJ5,13215.91
ZINC000001530688,Q4QBL1,13216.46
ZINC000005967123,Q27686,13218.15
ZINC000002516902,P48499,132199.89
ZINC000006716459,O97193,1322.29
ZINC000095908875,O15826,1322.99
ZINC000003869580,O15826,1322.99
ZINC000003776633,Q6TUJ5,13220.57
ZINC000100296832,Q6TUJ5,13220.57
ZINC000031274852,Q6TUJ5,13220.57
ZINC000100296828,Q6TUJ5,13220.57
ZINC000003966030,Q27686,13221.25
ZINC000013537287,Q4QBL1,13223.44
ZINC000000003837,O97193,13223.84
ZINC000004846117,Q6TUJ5,13224.33
ZINC000002004483,P48499,132255.2
ZINC000003794059,Q4QBL1,1323.29
ZINC000000579000,Q27686,1323.88
ZINC000000001444,Q4QHJ8,1323.92
ZINC000006071738,P48499,13233.57
ZINC000006071742,P48499,13233.57
ZINC000000000226,Q27686,132346.28
ZINC000014454665,O97193,13235.79
ZINC000095618671,Q4QBL1,13235.99
ZINC000000004504,Q6TUJ5,132358.99
ZINC000085537084,P48499,13237.21
ZINC000044682029,P48499,13239.5
ZINC000044682026,P48499,13239.5
ZINC000100018897,Q6TUJ5,1324.48
ZINC000100018901,Q6TUJ5,1324.48
ZINC000257497902,Q4QBL1,1324.59
ZINC000257497903,Q4QBL1,1324.59
ZINC000014300053,Q4QBL1,1324.59
ZINC000014300055,Q4QBL1,1324.59
ZINC000095644391,Q4QBL1,13240.99
ZINC000001578344,P48499,13241.23
ZINC000000035804,Q27686,13243.26
ZINC000043205655,Q6TUJ5,13244.61
ZINC000021290045,P48499,13245.85
ZINC000000057204,P48499,13247.45
ZINC000002005163,Q6TUJ5,1325.21
ZINC000005821325,Q27686,1325.29
ZINC000005821332,Q27686,1325.29
ZINC000000895342,Q27686,1325.65
ZINC000000895034,Q27686,1325.65
ZINC000022448680,O15826,1325.73
ZINC000000000640,Q27686,13251.1
ZINC000034111099,Q6TUJ5,13253.05
ZINC000005360194,P48499,1325332.79
ZINC000013536586,Q4QBL1,132584.95
ZINC000006093465,Q4QHJ8,1326.24
ZINC000006093464,Q4QHJ8,1326.24
ZINC000111453340,O97193,1326.44
ZINC000022446644,O97193,1326.94
ZINC000001717860,Q27686,132618.0
ZINC000003639141,Q4QBL1,13267.35
ZINC000685933072,O97193,1327.01
ZINC000195764118,Q4QBL1,1327.07
ZINC000000006300,Q6TUJ5,1327.1
ZINC000003798896,Q6TUJ5,1327.36
ZINC000003785119,Q4QBL1,1327.4
ZINC000001535916,Q4QBL1,1327.67
ZINC000003791397,Q4QBL1,1327.67
ZINC000195764118,Q4QHJ8,1327.68
ZINC000003831329,O97193,1327.82
ZINC000003831332,O97193,1327.82
ZINC000003831331,O97193,1327.82
ZINC000011592578,O97193,1327.82
ZINC000003831330,O97193,1327.82
ZINC000012503234,O97193,1327.82
ZINC000100353889,O15826,13270.31
ZINC000001532377,Q6TUJ5,132721.64
ZINC000006845963,O15826,13273.61
ZINC000000967520,P48499,13274.55
ZINC000000967521,P48499,13274.55
ZINC000009212426,Q6TUJ5,13275.6
ZINC000009212425,Q6TUJ5,13275.6
ZINC000009212428,Q6TUJ5,13275.6
ZINC000009212427,Q6TUJ5,13275.6
ZINC000003874044,P48499,13277.02
ZINC000004213771,P48499,13277.02
ZINC000003999653,P48499,13277.02
ZINC000003874045,P48499,13277.02
ZINC000003798955,Q4QBL1,13277.53
ZINC000003816518,Q4QHJ8,13279.84
ZINC000005962605,P48499,132790.95
ZINC000000597434,Q4QBL1,1328.1
ZINC000003812867,Q4QHJ8,1328.21
ZINC000000897408,Q4QBL1,1328.73
ZINC000000538564,Q4QBL1,1328.73
ZINC000238809420,Q27686,1328.79
ZINC000053045054,Q27686,1328.84
ZINC000053045055,Q27686,1328.84
ZINC000013652236,O97193,1328.88
ZINC000003842753,O15826,1328.88
ZINC000026180140,O97193,1328.88
ZINC000018825334,O15826,1328.98
ZINC000009330880,Q6TUJ5,13280.58
ZINC000009330879,Q6TUJ5,13280.58
ZINC000100285156,P48499,13281.25
ZINC000030726863,P48499,132832.14
ZINC000000968257,P48499,1328381.94
ZINC000013549638,Q4QBL1,13284.74
ZINC000001530668,Q6TUJ5,13284.87
ZINC000001532358,Q6TUJ5,13287.9
ZINC000001530797,O97193,1329.2
ZINC000001530796,O97193,1329.2
ZINC000003812944,O97193,1329.22
ZINC000003924950,Q4QBL1,1329.86
ZINC000013540226,Q4QBL1,13290.97
ZINC000003966198,Q6TUJ5,1329115.78
ZINC000003779042,Q6TUJ5,13292.47
ZINC000003823565,Q4QHJ8,13292.98
ZINC000135989898,P48499,13293.46
ZINC000100005670,Q6TUJ5,132942.37
ZINC000030731232,Q4QBL1,13296.95
ZINC000030731228,Q4QBL1,13296.95
ZINC000003791397,Q6TUJ5,13297.36
ZINC000001535916,Q6TUJ5,13297.36
ZINC000087496076,Q27686,132974.12
ZINC000003794610,P48499,13298.79
ZINC000004097426,Q6TUJ5,132986.02
ZINC000000057255,Q4QBL1,133.11
ZINC000000020253,Q4QBL1,133.11
ZINC000685933076,P48499,133.13
ZINC000013883297,O15826,133.16
ZINC000003775419,O15826,133.16
ZINC000013883299,O15826,133.16
ZINC000013883298,O15826,133.16
ZINC000004097307,P48499,133.19
ZINC000006031944,Q4QBL1,133.22
ZINC000164760756,Q4QBL1,133.27
ZINC000164760874,Q4QBL1,133.27
ZINC000253632968,Q4QBL1,133.27
ZINC000022065946,P48499,133.32
ZINC000022065943,P48499,133.32
ZINC000003783524,Q4QHJ8,133.38
ZINC000098208524,O15826,133.45
ZINC000299841483,O15826,133.46
ZINC000001544545,Q27686,133.48
ZINC000034662892,O15826,133.5
ZINC000096903163,Q4QBL1,133.53
ZINC000255221567,Q4QBL1,133.53
ZINC000003812865,O15826,133.55
ZINC000001491474,O15826,133.56
ZINC000003922429,O15826,133.58
ZINC000033753797,O97193,133.61
ZINC000000003876,Q4QBL1,133.62
ZINC000036382821,O15826,133.67
ZINC000030690612,Q27686,133.68
ZINC000021981454,P48499,133.72
ZINC000100015470,Q4QHJ8,133.72
ZINC000000007563,O15826,133.77
ZINC000036330844,O97193,133.98
ZINC000079017208,Q6TUJ5,1330.07
ZINC000014263111,Q6TUJ5,1330.48
ZINC000068106569,Q4QHJ8,1330.88
ZINC000002032663,Q4QHJ8,13303.06
ZINC000000155905,Q27686,13303.38
ZINC000003831551,Q27686,13303.38
ZINC000003777328,Q4QBL1,13306.74
ZINC000000057058,P48499,13308.52
ZINC000000005152,Q27686,13308.58
ZINC000002570878,P48499,13309.63
ZINC000077312930,Q4QHJ8,13309.86
ZINC000000902108,Q27686,133098.06
ZINC000003606265,Q27686,133098.06
ZINC000003869728,Q27686,133098.06
ZINC000003869726,Q27686,133098.06
ZINC000000900788,O97193,1331.0
ZINC000012503153,O15826,1331.11
ZINC000100052267,O15826,1331.11
ZINC000100035385,O15826,1331.11
ZINC000000000368,O15826,1331.11
ZINC000003201950,O15826,1331.11
ZINC000003201948,O15826,1331.11
ZINC000095586643,Q4QHJ8,1331.21
ZINC000003875393,Q4QBL1,1331.6
ZINC000003875392,Q4QBL1,1331.6
ZINC000000000751,Q4QBL1,1331.6
ZINC000008552123,Q4QBL1,1331.6
ZINC000095618758,Q4QHJ8,1331.64
ZINC000095618757,Q4QHJ8,1331.64
ZINC000095618761,Q4QHJ8,1331.64
ZINC000095618759,Q4QHJ8,1331.64
ZINC000095618762,Q4QHJ8,1331.64
ZINC000095618763,Q4QHJ8,1331.64
ZINC000095618760,Q4QHJ8,1331.64
ZINC000095618764,Q4QHJ8,1331.64
ZINC000031415834,O15826,1331.67
ZINC000031415830,O15826,1331.67
ZINC000031415836,O15826,1331.67
ZINC000040165203,O15826,1331.67
ZINC000040165202,O15826,1331.67
ZINC000000388462,O15826,13311.59
ZINC000242687746,Q6TUJ5,13311.84
ZINC000100037087,Q6TUJ5,13312.28
ZINC000014880013,P48499,13312.86
ZINC000100051350,O15826,13313.52
ZINC000005134248,O15826,13313.52
ZINC000043130413,Q27686,133137.67
ZINC000000001792,Q6TUJ5,133145.35
ZINC000004217399,P48499,13315.01
ZINC000065731062,Q4QBL1,13315.67
ZINC000049933061,Q27686,13316.97
ZINC000034381154,Q4QBL1,133161.06
ZINC000006718496,P48499,13317.69
ZINC000003830611,Q27686,133184.46
ZINC000000405331,Q27686,133184.46
ZINC000000968262,Q27686,133184.46
ZINC000008551999,Q27686,133184.46
ZINC000003830612,Q27686,133184.46
ZINC000008551997,Q27686,133184.46
ZINC000008551998,Q27686,133184.46
ZINC000000000189,Q27686,133184.46
ZINC000021981322,Q6TUJ5,133191.48
ZINC000003604264,Q6TUJ5,133199.52
ZINC000001997127,Q6TUJ5,133199.52
ZINC000004214836,Q27686,1332.39
ZINC000019632912,Q4QHJ8,1332.57
ZINC000002572666,Q6TUJ5,13326.11
ZINC000004228266,Q6TUJ5,13326.11
ZINC000004228267,Q6TUJ5,13326.11
ZINC000002005305,Q6TUJ5,13326.11
ZINC000000001187,P48499,13326.89
ZINC000000001927,P48499,1332796.87
ZINC000000105196,P48499,1332796.87
ZINC000038314370,Q27686,13329.43
ZINC000095616603,Q27686,1333.28
ZINC000096014307,O15826,1333.37
ZINC000096014304,O15826,1333.37
ZINC000096014306,O15826,1333.37
ZINC000096014305,O15826,1333.37
ZINC000003830477,Q4QHJ8,1333.68
ZINC000036056301,Q4QBL1,1333.96
ZINC000001530977,Q4QHJ8,133306.4
ZINC000007997897,Q4QHJ8,133306.4
ZINC000008215630,Q4QHJ8,133308.52
ZINC000000000096,Q4QHJ8,13335.29
ZINC000000896455,Q4QHJ8,13335.29
ZINC000019890801,Q27686,133354.71
ZINC000019890803,Q27686,133354.71
ZINC000000002202,P48499,13339.29
ZINC000001552489,Q4QHJ8,1334.56
ZINC000084757007,O97193,1334.69
ZINC000000004778,Q4QBL1,1334.79
ZINC000072190218,P48499,1334.84
