drug,prot,score
id-2037,P48499,17182.09
id-2597,O97193,171858.62
id-944,P48499,17186.82
id-3083,P48499,171860.88
id-3488,Q4QHJ8,1719.18
id-2504,O15826,1719.44
id-1569,Q27686,1719.91
id-1981,Q27686,1719.91
id-790,P48499,17191.49
id-2011,Q6TUJ5,17195.45
id-4607,Q4QHJ8,17195.56
id-2073,P48499,17196.6
id-1848,Q4QBL1,172.17
id-4741,O15826,172.26
id-409,Q6TUJ5,172.48
id-2327,O97193,172.48
id-2812,Q4QBL1,172.51
id-2341,O15826,172.55
id-4175,Q4QHJ8,172.67
id-2967,O97193,172.7
id-2959,O97193,172.7
id-1184,O97193,1720.04
id-1741,Q6TUJ5,1720.91
id-3040,Q6TUJ5,17200.13
id-3242,Q27686,17201.8
id-2955,P48499,17201.97
id-3242,Q4QHJ8,17204.21
id-560,Q6TUJ5,1721.24
id-2715,O97193,17214.02
id-2664,P48499,17214.62
id-4352,Q6TUJ5,17216.57
id-2110,O15826,172169.68
id-5249,Q27686,1722.83
id-3689,Q4QBL1,172221.29
id-2764,Q27686,172229.99
id-4822,Q27686,17224.04
id-4889,Q6TUJ5,17227.12
id-1147,Q27686,17227.16
id-5208,P48499,17229.77
id-818,Q4QHJ8,1723.24
id-2169,Q4QBL1,1723.28
id-3546,P48499,1723.58
id-1566,O15826,1723.63
id-581,O15826,1723.63
id-750,O15826,1723.66
id-1218,Q6TUJ5,17230.72
id-2846,P48499,17231.51
id-4393,Q4QHJ8,17239.19
id-1060,Q4QBL1,1724.04
id-3034,Q4QHJ8,17245.02
id-664,Q4QBL1,17245.61
id-4824,Q4QBL1,172468.23
id-4863,O97193,17249.0
id-1820,P48499,17252.51
id-3512,P48499,172583.12
id-2480,P48499,1726.15
id-2695,Q4QBL1,17260.71
id-2377,P48499,17266.72
id-5272,Q27686,1727.49
id-1451,Q6TUJ5,172746.06
id-3807,Q4QBL1,1728.04
id-4674,Q6TUJ5,1728.06
id-573,Q4QHJ8,1728.66
id-4607,P48499,17283.01
id-1108,O97193,17284.15
id-347,O15826,17289.67
id-159,Q4QHJ8,1729.98
id-2570,Q4QHJ8,172946.56
id-3133,P48499,17296.56
id-4660,Q6TUJ5,173.14
id-3821,Q27686,173.2
id-3142,Q6TUJ5,173.22
id-256,Q4QBL1,173.24
id-4667,O15826,173.34
id-3920,O15826,173.34
id-4921,O97193,173.34
id-4896,O15826,173.47
id-1594,Q27686,173.63
id-607,O15826,173.69
id-248,O15826,173.86
id-761,Q6TUJ5,173.88
id-365,P48499,173.95
id-2358,O15826,173.96
id-3468,Q27686,1730.05
id-292,Q4QBL1,17304.18
id-170,Q27686,17304.83
id-1014,Q6TUJ5,17305.91
id-1915,O15826,17307.09
id-2770,Q27686,173089.51
id-2448,P48499,1731.86
id-2000,Q6TUJ5,17312.68
id-123,Q4QBL1,17314.96
id-3418,Q4QBL1,17315.34
id-187,O97193,1732.37
id-1137,Q4QHJ8,1732.43
id-1236,P48499,17321.92
id-3534,Q27686,17325.91
id-2002,Q6TUJ5,173252.27
id-319,P48499,17327.7
id-740,P48499,17328.94
id-1140,P48499,173298.12
id-5299,Q6TUJ5,1733.04
id-2519,O97193,1733.45
id-1941,Q4QBL1,1733.57
id-1666,Q4QHJ8,17330.19
id-1770,P48499,17331.35
id-422,Q6TUJ5,17333.94
id-924,Q6TUJ5,17335.62
id-2286,Q6TUJ5,17336.89
id-3169,O97193,1734.35
id-2374,P48499,1736.25
id-2027,P48499,17362.63
id-704,Q27686,17363.73
id-4672,Q27686,17364.82
id-1952,Q6TUJ5,173676.13
id-4363,P48499,173689.19
id-1624,Q6TUJ5,1737.4
id-4382,O97193,1737.88
id-1009,P48499,173781.71
id-3567,Q6TUJ5,173794.78
id-1330,P48499,1738.34
id-4547,Q4QBL1,1738.78
id-1592,P48499,17382.52
id-3745,Q6TUJ5,173840.58
id-2052,Q4QHJ8,17387.39
id-2811,Q4QHJ8,17387.39
id-1714,Q4QHJ8,17388.38
id-1979,P48499,17393.27
id-4676,P48499,17397.03
id-4554,Q6TUJ5,174.02
id-5098,Q6TUJ5,174.18
id-446,Q6TUJ5,174.53
id-3851,O97193,174.6
id-1407,O97193,174.6
id-1339,O15826,174.67
id-4188,O97193,174.78
id-3839,Q4QBL1,174.8
id-1672,O15826,174.8
id-1794,Q4QBL1,174.9
id-2563,O15826,174.95
id-2866,O97193,1740.42
id-311,O15826,1740.43
id-1165,Q27686,1740.95
id-421,O97193,17400.93
id-3572,P48499,17401.1
id-1717,Q27686,17401.35
id-863,Q27686,17403.17
id-1957,P48499,17406.91
id-571,P48499,17407.9
id-2164,Q27686,174091.28
id-1060,Q4QHJ8,1742.72
id-2245,Q27686,1742.89
id-2303,Q6TUJ5,1742.98
id-2335,Q6TUJ5,17423.87
id-1579,Q27686,174245.6
id-3672,Q27686,1743.14
id-2693,O97193,1743.64
id-1331,Q4QBL1,1743.84
id-3798,P48499,17430.28
id-2009,Q27686,17430.95
id-3488,P48499,17439.01
id-4422,Q6TUJ5,174396.81
id-2593,Q27686,17442.4
id-2679,P48499,17443.64
id-3264,P48499,174460.01
id-451,Q4QBL1,17448.24
id-3841,Q27686,174491.42
id-2252,Q4QBL1,1745.04
id-2451,P48499,1745.7
id-3139,Q6TUJ5,1745.76
id-2307,Q6TUJ5,174500.71
id-3803,Q6TUJ5,174511.54
id-3186,P48499,174578.04
id-2370,P48499,17458.44
id-1070,Q4QBL1,17458.67
id-5248,Q6TUJ5,174583.6
id-880,Q27686,1746.13
id-3450,O15826,1746.64
id-4645,P48499,17460.45
id-4863,P48499,174661.63
id-759,O15826,1747.07
id-675,P48499,1747.75
id-794,P48499,17470.98
id-3111,Q27686,17473.64
id-2521,P48499,174758.12
id-3090,Q4QHJ8,17479.34
id-3013,O97193,1748.22
id-836,Q27686,1748.8
id-1767,Q27686,1748.8
id-4746,P48499,17484.39
id-2079,Q4QBL1,17486.45
id-1908,Q27686,1749.69
id-1597,O97193,1749.93
id-4237,P48499,174920.33
id-3014,O97193,17499.64
id-2639,Q4QBL1,175.06
id-1031,Q4QHJ8,175.26
id-900,Q4QBL1,175.34
id-4606,Q6TUJ5,175.46
id-1607,Q4QHJ8,175.54
id-68,Q4QHJ8,175.75
id-712,Q27686,1750.18
id-2099,O15826,1750.48
id-1621,Q4QHJ8,1750.53
id-2054,Q6TUJ5,17501.08
id-3588,Q6TUJ5,17506.33
id-2191,O97193,1751.39
id-3566,Q4QBL1,1751.56
id-4611,Q27686,17515.13
id-270,Q27686,17515.13
id-3998,Q27686,17515.13
id-3855,Q27686,17515.13
id-4642,Q27686,17515.13
id-4609,P48499,1752.55
id-2608,P48499,1752.55
id-4338,P48499,17521.65
id-1563,P48499,17523.31
id-2777,Q4QBL1,17527.97
id-367,Q6TUJ5,17529.99
id-3313,Q4QHJ8,1753.98
id-4117,Q6TUJ5,17537.4
id-5342,O97193,17539.21
id-2568,Q6TUJ5,17545.72
id-1739,Q4QBL1,17546.24
id-3080,Q6TUJ5,1755.88
id-2699,P48499,17550.57
id-4467,P48499,17551.73
id-5058,Q6TUJ5,17552.91
id-1915,Q4QHJ8,175528.18
id-2329,P48499,175532.9
id-1583,Q4QHJ8,17555.03
id-402,Q27686,17555.87
id-2113,O15826,17557.01
id-1750,Q6TUJ5,17557.7
id-1374,Q6TUJ5,175577.04
id-4255,Q27686,17558.71
id-4306,Q27686,17558.71
id-2605,O15826,1756.07
id-2289,Q27686,1756.49
id-2673,P48499,17563.45
id-370,Q4QBL1,17568.12
id-2878,Q6TUJ5,17569.89
id-3030,O97193,1757.52
id-4799,Q4QHJ8,1758.01
id-1834,P48499,17580.54
id-1844,Q27686,17582.15
id-3467,Q4QHJ8,17585.0
id-1811,O97193,17585.14
id-492,Q4QBL1,1759.03
id-2345,Q4QBL1,1759.27
id-1667,P48499,17593.25
id-2723,Q6TUJ5,175961.48
id-2089,O15826,176.2
id-561,O15826,176.31
id-3817,O15826,176.48
id-3243,O15826,176.52
id-4531,O15826,176.75
id-2041,Q27686,176.75
id-737,O15826,176.81
id-2060,Q27686,176.83
id-4572,O97193,176.94
id-2367,Q6TUJ5,176.95
id-1115,Q4QHJ8,176.96
id-978,O15826,176.98
id-1439,O97193,176.99
id-2117,O97193,17604.03
id-4856,Q6TUJ5,176050.27
id-1531,Q6TUJ5,17606.76
id-894,Q6TUJ5,17606.76
id-4612,Q27686,17606.91
id-2526,Q27686,17607.14
id-3287,P48499,1761.66
id-2108,Q27686,1761.91
id-2588,P48499,17611.32
id-1769,Q6TUJ5,17614.47
id-5208,Q27686,17620.1
id-3755,P48499,17621.51
id-4235,O97193,17622.96
id-3334,Q6TUJ5,17627.32
id-2169,Q4QHJ8,1763.64
id-682,P48499,176383.15
id-1324,Q6TUJ5,17639.79
id-1285,Q6TUJ5,1764.66
id-1875,Q4QHJ8,17642.15
id-3310,Q6TUJ5,176464.41
id-696,Q4QHJ8,176464.7
id-3270,P48499,176477.68
id-4025,Q27686,1765.9
id-1956,O97193,1765.96
id-133,P48499,17652.69
id-2370,Q4QHJ8,1766.21
id-367,Q4QHJ8,1766.99
id-3642,P48499,176660.5
id-592,Q27686,176661.76
id-93,P48499,1767.2
id-2498,P48499,17672.43
id-2517,Q4QBL1,17676.39
id-3667,Q4QBL1,176859.43
id-218,Q4QBL1,1769.96
id-4189,P48499,17692.39
id-1006,Q27686,17697.68
id-2359,P48499,176974.13
id-1463,O15826,177.36
id-1404,Q4QHJ8,177.38
id-305,Q4QHJ8,177.68
id-4169,O97193,177.69
id-1080,O97193,177.71
id-2218,Q27686,177.75
id-360,O97193,177.85
id-1731,Q27686,177.88
id-2387,O15826,177.91
id-2093,Q4QHJ8,177.96
id-1957,Q4QHJ8,1770.56
id-2318,Q27686,1770.91
id-1720,Q6TUJ5,177026.31
id-2797,Q4QHJ8,17706.03
id-4361,Q4QHJ8,17706.03
id-5155,Q4QHJ8,17706.03
id-2252,P48499,17707.26
id-1870,P48499,17707.51
id-993,Q4QHJ8,1771.33
id-266,P48499,1771.95
id-1168,O97193,1771.96
id-4745,P48499,177100.57
id-783,Q6TUJ5,17712.53
id-1764,Q4QBL1,1772.78
id-3707,O15826,1772.89
id-914,Q4QHJ8,17722.45
id-4411,P48499,17723.09
id-616,P48499,17723.09
id-2298,P48499,17728.27
id-122,Q4QHJ8,177290.26
id-787,Q4QBL1,177308.95
id-156,O97193,17734.24
id-1210,Q27686,17738.64
id-2542,Q4QBL1,1774.52
id-515,Q4QHJ8,1774.95
id-3244,Q27686,177400.86
id-3670,Q6TUJ5,177414.79
id-5022,Q4QHJ8,17742.89
id-2600,P48499,17746.18
id-4894,Q6TUJ5,17746.44
id-3999,Q6TUJ5,177490.0
id-3569,O15826,1775.04
id-2014,O97193,1775.21
id-1478,Q27686,1775.83
id-1363,Q6TUJ5,1775.84
id-235,O97193,17752.4
id-1842,P48499,177569.91
id-2189,O97193,1776.85
id-2188,P48499,177601.6
id-2239,P48499,1777.6
id-1215,P48499,177781.09
id-4587,Q27686,1778.72
id-3017,P48499,17789.02
id-3078,P48499,17789.02
id-3560,Q4QBL1,17792.19
id-3524,Q6TUJ5,177934.19
id-201,Q27686,177972.09
id-2974,Q6TUJ5,177999.26
id-4452,P48499,178.05
id-673,Q4QBL1,178.26
id-5302,O97193,178.36
id-1410,O15826,178.48
id-990,O97193,178.92
id-4468,P48499,1780.13
id-1523,P48499,1780.13
id-3714,Q27686,1780.37
id-3434,Q6TUJ5,17801.37
id-1930,P48499,17802.21
id-4417,Q6TUJ5,178061.42
id-2247,P48499,17809.7
id-5244,P48499,17817.27
id-3827,Q27686,17831.16
id-4829,Q6TUJ5,17834.22
id-1620,P48499,1784.44
id-1836,Q4QHJ8,1784.66
id-3244,O15826,17841.03
id-1545,Q6TUJ5,178438.45
id-145,P48499,17851.97
id-4160,Q6TUJ5,178567.41
id-4886,Q27686,1786.16
id-5244,O15826,1786.8
id-1986,O97193,1786.82
id-5382,Q4QHJ8,17868.85
id-1126,Q4QBL1,1787.3
id-2124,Q4QHJ8,1787.54
id-1651,Q4QBL1,17872.32
id-3736,Q6TUJ5,178744.84
id-4040,O97193,17876.92
id-3508,O97193,178782.13
id-4639,Q4QHJ8,1788.46
id-2343,Q6TUJ5,1788.93
id-423,Q27686,17883.38
id-55,Q6TUJ5,178877.46
id-2534,P48499,17888.82
id-2785,Q6TUJ5,1789.85
id-1582,O97193,17891.39
id-3977,Q27686,17896.79
id-3008,O97193,179.02
id-642,P48499,179.24
id-1635,Q6TUJ5,179.53
id-3366,Q4QBL1,179.71
id-4553,Q4QBL1,179.73
id-3069,O15826,179.75
id-1555,O97193,179.76
id-1824,O97193,179.78
id-1878,Q4QHJ8,179.83
id-843,O15826,179.91
id-2875,O15826,179.92
id-4833,Q6TUJ5,179.95
id-2362,O15826,179.95
id-4897,P48499,179.97
id-1465,O15826,179.97
id-1801,Q4QBL1,1790.37
id-2509,Q27686,1790.59
id-4190,O15826,1790.95
id-53,Q4QHJ8,17904.97
id-1792,P48499,179062.66
id-22,Q6TUJ5,179063.94
id-1306,Q4QHJ8,1791.74
id-1697,P48499,1791.78
id-1210,O97193,1791.82
id-2698,P48499,17912.36
id-389,Q6TUJ5,179127.75
id-4626,Q6TUJ5,179133.65
id-3710,Q27686,17918.44
id-1488,Q4QBL1,1792.27
id-2260,Q27686,1792.42
id-2382,Q27686,179206.83
id-3488,Q4QBL1,1793.64
id-331,P48499,179307.79
id-2456,O97193,17931.74
id-3137,Q27686,17932.28
id-4353,P48499,179323.25
id-5090,Q6TUJ5,179325.02
id-1979,O15826,1794.38
id-3086,Q4QHJ8,1794.55
id-1143,O97193,1794.65
id-3421,Q4QBL1,1794.77
id-4652,O15826,1794.81
id-4285,Q4QHJ8,17941.41
id-4686,Q6TUJ5,17941.81
id-1589,O97193,17946.1
id-4757,Q27686,17946.85
id-2626,Q6TUJ5,179489.11
id-2675,O15826,1795.01
id-573,Q4QBL1,1795.42
id-4298,P48499,17952.29
id-1196,Q4QHJ8,179538.09
id-2071,Q4QBL1,1796.4
id-4454,Q6TUJ5,1796.6
id-3884,Q4QHJ8,1796.88
id-2569,Q4QBL1,1796.97
id-1380,Q4QBL1,17961.75
id-1464,Q6TUJ5,17965.9
id-48,P48499,17966.07
id-3303,Q4QBL1,17967.99
id-4638,Q6TUJ5,179727.82
id-1106,Q4QBL1,179728.71
id-1983,Q4QHJ8,17973.22
id-4274,Q6TUJ5,179756.04
id-863,Q4QHJ8,17978.05
id-3313,Q4QBL1,1798.03
id-1108,Q6TUJ5,179817.43
id-1896,O97193,17983.36
id-2067,O97193,17983.36
id-2146,O97193,17987.13
id-2960,P48499,179881.91
id-3690,Q6TUJ5,179885.46
id-341,O97193,1799.48
id-350,Q6TUJ5,1799.86
id-585,Q6TUJ5,17992.76
id-2746,P48499,17998.39
id-1906,P48499,179980.19
id-2031,O15826,18.06
id-3024,Q4QBL1,18.09
id-5210,Q4QHJ8,18.09
id-4470,O15826,18.12
id-3156,O97193,18.15
id-5312,O15826,18.29
id-824,O97193,18.31
id-348,O97193,18.31
id-5328,O15826,18.33
id-4616,O15826,18.33
id-1008,O97193,18.35
id-2386,O15826,18.37
id-5383,O15826,18.42
id-138,O97193,18.43
id-1878,O15826,18.43
id-2129,Q4QBL1,18.46
id-3604,Q4QBL1,18.48
id-1284,O15826,18.48
id-100,Q4QHJ8,18.54
id-2230,Q4QHJ8,18.54
id-5065,O15826,18.56
id-2026,O15826,18.58
id-3221,O15826,18.61
id-2152,O97193,18.63
id-5292,O15826,18.67
id-766,O97193,18.67
id-1176,Q27686,18.71
id-1094,O15826,18.72
id-305,O97193,18.72
id-2237,O15826,18.72
id-1046,Q4QHJ8,18.72
id-1816,Q4QBL1,18.72
id-3529,O15826,18.73
id-1153,O97193,18.79
id-261,O15826,18.85
id-1610,O97193,18.92
id-855,O15826,18.93
id-4150,O15826,18.96
id-4906,O15826,18.97
id-256,O97193,18.98
id-2041,O97193,18.99
id-3573,Q4QBL1,180.02
id-243,P48499,180.08
id-3673,Q4QHJ8,180.23
id-2806,O97193,180.27
id-5345,O97193,180.3
id-5222,O97193,180.33
id-1731,Q4QHJ8,180.37
id-3813,O97193,180.41
id-5253,O97193,180.6
id-276,Q4QBL1,180.62
id-4656,O97193,180.86
id-4875,Q6TUJ5,180.92
id-3114,Q4QBL1,180.97
id-1769,P48499,18000.81
id-1774,Q27686,18006.42
id-3389,P48499,180093.65
id-2149,P48499,180093.65
id-359,O15826,18010.53
id-1054,Q27686,18010.73
id-2773,O97193,1802.6
id-2836,Q27686,1802.64
id-3787,Q4QBL1,1802.67
id-2123,Q4QBL1,18026.38
id-414,O97193,1803.82
id-3459,Q6TUJ5,180342.77
id-1913,Q4QHJ8,18035.51
id-3793,Q6TUJ5,180352.77
id-3266,Q4QBL1,180360.99
id-3490,P48499,18037.82
id-1463,Q6TUJ5,18039.9
id-4899,Q4QHJ8,1804.35
id-3413,O97193,1804.67
id-2132,Q27686,18046.08
id-471,Q4QBL1,180469.54
id-4888,Q27686,180470.34
id-1557,Q27686,18048.46
id-318,Q27686,18048.94
id-2720,Q4QHJ8,1805.16
id-2736,Q27686,1805.24
id-3179,Q4QHJ8,1805.8
id-4818,Q6TUJ5,18052.76
id-1092,Q4QHJ8,18057.36
id-3824,Q27686,1806.35
id-2059,P48499,180682.68
id-870,Q4QBL1,180684.47
id-437,O97193,18069.52
id-2407,Q6TUJ5,1807.56
id-3380,P48499,18071.92
id-1442,Q4QBL1,1808.12
id-3846,Q27686,1808.3
id-2082,Q27686,1808.86
id-2715,P48499,180809.99
id-493,Q4QHJ8,18081.03
id-4672,P48499,18082.46
id-4175,P48499,1809.09
id-3050,Q4QHJ8,18092.01
id-3120,Q27686,180933.81
id-4736,Q6TUJ5,180977.52
id-4689,Q27686,18098.33
id-3293,P48499,180999.08
id-920,O15826,181.05
id-1466,O15826,181.18
id-681,P48499,181.2
id-510,O15826,181.27
id-624,Q4QHJ8,181.51
id-2371,Q6TUJ5,181.51
id-219,Q4QHJ8,181.6
id-3366,Q4QHJ8,181.62
id-660,Q27686,181.75
id-5242,Q4QHJ8,181.82
id-4127,O97193,181.89
id-4616,Q4QHJ8,181.92
id-3468,P48499,1810.41
id-3337,Q4QHJ8,18100.73
id-3090,Q27686,18104.63
id-2414,P48499,18110.71
id-3344,Q4QHJ8,181108.11
id-101,Q6TUJ5,181136.75
id-3394,O97193,1812.17
id-1452,Q6TUJ5,1812.61
id-229,P48499,18126.99
id-282,P48499,181260.5
id-1672,P48499,18127.9
id-2494,Q6TUJ5,18128.06
id-3399,Q27686,1813.13
id-2297,Q4QHJ8,1813.49
id-1135,Q27686,18134.45
id-2716,O97193,1814.06
id-5345,Q4QBL1,1814.2
id-2477,Q4QBL1,1814.74
id-3090,O97193,1815.49
id-1193,O15826,1815.7
id-4171,O97193,1815.81
id-366,P48499,181572.42
id-4418,O15826,18158.42
id-3007,Q4QHJ8,181588.37
id-4395,Q4QBL1,1816.62
id-1247,Q6TUJ5,1816.83
id-3748,P48499,18161.85
id-696,Q27686,181652.38
id-5298,Q6TUJ5,1817.88
id-4809,Q6TUJ5,18170.64
id-986,Q6TUJ5,18173.04
id-2384,Q6TUJ5,18182.88
id-1356,O97193,18183.8
id-2712,Q27686,1819.88
id-5311,Q27686,18193.48
id-1101,Q6TUJ5,181942.81
id-2691,Q27686,181967.98
id-1362,Q27686,181974.08
id-3417,Q6TUJ5,181978.37
id-3224,O97193,182.07
id-882,Q27686,182.27
id-1761,Q27686,182.27
id-214,P48499,182.4
id-5349,P48499,182.5
id-1635,P48499,182.52
id-3126,O97193,182.64
id-3337,O15826,182.67
id-3605,O15826,182.68
id-234,Q4QBL1,182.69
id-2245,O15826,182.8
id-847,Q4QHJ8,182.8
id-2374,Q4QHJ8,182.86
id-1892,O15826,182.98
id-978,Q4QHJ8,1820.2
id-2435,Q4QHJ8,1820.86
id-2302,Q27686,182030.03
id-4876,O97193,18208.01
id-1992,Q27686,1821.34
id-5142,Q4QBL1,18211.73
id-4605,P48499,1822.62
id-393,P48499,182213.8
id-3487,Q6TUJ5,18223.09
id-2370,Q4QBL1,1823.34
id-4914,O97193,1824.0
id-729,Q27686,1824.27
id-1080,P48499,18243.59
id-4486,Q4QBL1,18245.11
id-221,Q4QBL1,18248.36
id-4407,Q6TUJ5,18250.32
id-4062,Q27686,18255.81
id-3054,P48499,182582.08
id-4666,Q4QBL1,182592.21
id-1366,Q4QBL1,1826.02
id-5239,O97193,1826.2
id-3717,O15826,1826.43
id-5022,Q27686,18262.13
id-1006,P48499,18266.12
id-2374,Q6TUJ5,1827.77
id-3632,P48499,18270.27
id-2666,P48499,18278.4
id-3309,Q6TUJ5,18288.76
id-678,Q6TUJ5,18289.64
id-4486,O97193,1829.16
id-2182,O97193,1829.82
id-4393,P48499,18290.44
id-527,P48499,18299.12
id-2205,Q4QHJ8,183.09
id-4895,O97193,183.3
id-5211,O97193,183.36
id-1848,Q4QHJ8,183.59
id-2284,O15826,183.69
id-447,O15826,183.86
id-179,P48499,18312.3
id-3617,Q27686,183155.72
id-402,Q4QHJ8,18319.26
id-4460,Q4QHJ8,1832.97
id-4689,O15826,1833.3
id-1941,Q4QHJ8,1833.82
id-5375,Q6TUJ5,183345.25
id-754,Q4QHJ8,1834.66
id-1389,Q27686,18343.58
id-1838,Q6TUJ5,18345.67
id-488,O15826,1835.04
id-2235,Q27686,1835.16
id-1412,Q4QBL1,18351.47
id-713,Q6TUJ5,18352.98
id-2251,Q6TUJ5,18354.13
id-3467,Q27686,18356.37
id-2657,Q27686,183580.02
id-1994,Q6TUJ5,183592.12
id-1633,Q6TUJ5,183594.74
id-3931,Q6TUJ5,1836.06
id-2859,P48499,18360.82
id-2508,P48499,18362.4
id-3408,P48499,183623.77
id-651,P48499,183639.29
id-4650,Q6TUJ5,1837.43
id-1313,Q4QBL1,18370.89
id-3129,Q6TUJ5,183754.86
id-781,Q27686,1838.35
id-519,O15826,1838.41
id-1552,O15826,1838.64
id-1959,P48499,18382.69
id-1114,Q27686,18383.03
id-2960,O15826,18387.39
id-988,Q4QBL1,18387.62
id-2860,Q4QHJ8,18388.97
id-649,P48499,183881.0
id-1873,Q4QHJ8,1839.25
id-3678,O15826,1839.55
id-582,Q27686,18395.98
id-3789,Q27686,183956.52
id-3986,P48499,18398.92
id-4168,Q4QHJ8,184.06
id-3093,Q6TUJ5,184.08
id-2208,O15826,184.1
id-4580,Q4QBL1,184.11
id-2994,O15826,184.22
id-4292,O15826,184.29
id-4182,O97193,184.3
id-2127,O15826,184.34
id-2276,O97193,184.37
id-603,O97193,184.44
id-4749,Q6TUJ5,184.56
id-3706,O97193,184.59
id-776,O15826,184.59
id-2102,Q4QHJ8,184.59
id-2568,O97193,184.9
id-2441,Q27686,184.95
id-3752,O15826,184.96
id-2652,Q6TUJ5,1840.29
id-1738,P48499,184015.51
id-4900,Q4QHJ8,18407.73
id-526,Q6TUJ5,18408.44
id-1506,Q6TUJ5,1841.25
id-35,Q4QHJ8,1841.28
id-2656,P48499,18417.92
id-1580,Q27686,18418.05
id-2186,P48499,18418.25
id-138,Q4QBL1,1842.38
id-346,Q27686,184212.61
id-3379,Q4QHJ8,18422.49
id-3739,P48499,184237.49
id-4750,Q27686,18432.23
id-940,Q27686,18432.23
id-4668,Q27686,18432.23
id-1777,P48499,18436.52
id-2321,O15826,1844.93
id-4658,P48499,184425.5
id-3461,O97193,18444.01
id-4270,Q27686,18445.45
id-4064,Q6TUJ5,1845.24
id-1156,O97193,1845.68
id-2359,O97193,18452.25
id-1550,P48499,18454.62
id-1580,P48499,18454.68
id-1714,Q27686,18456.93
id-2329,O97193,18463.91
id-1672,Q4QHJ8,18465.59
id-1763,Q4QHJ8,184656.89
id-4605,Q6TUJ5,1847.24
id-250,Q6TUJ5,1847.97
id-571,Q6TUJ5,18472.0
id-933,P48499,184758.7
id-3534,P48499,18476.36
id-4240,O15826,18476.78
id-4501,Q4QHJ8,18478.63
id-1826,Q4QHJ8,18478.63
id-1707,O97193,18480.64
id-653,Q27686,18481.84
id-3448,Q6TUJ5,184859.35
id-2491,P48499,18489.28
id-4683,P48499,184894.87
id-3826,Q6TUJ5,1849.95
id-2252,Q4QHJ8,1849.97
id-2802,Q4QBL1,18490.01
id-1584,P48499,18492.84
id-1356,Q4QHJ8,18496.92
id-1240,Q4QBL1,185.05
id-1874,Q27686,185.28
id-2333,P48499,185.42
id-598,O15826,185.47
id-2840,Q6TUJ5,185.53
id-2171,Q4QHJ8,185.62
id-3197,Q4QBL1,185.82
id-1988,O97193,185.9
id-2388,O15826,185.95
id-1499,O15826,185.95
id-1491,P48499,18506.04
id-908,P48499,185094.33
id-1960,O97193,1851.64
id-4908,P48499,18519.62
id-4164,Q4QBL1,1852.53
id-4876,P48499,185244.37
id-1634,P48499,18526.57
id-2074,O97193,1853.67
id-2342,P48499,18532.66
id-3174,Q6TUJ5,18534.71
id-318,Q4QHJ8,18537.54
id-45,Q27686,18542.79
id-3013,Q4QHJ8,18547.19
id-4899,Q4QBL1,1855.1
id-2433,Q27686,1855.29
id-769,Q4QBL1,1855.9
id-2975,Q4QHJ8,1855.9
id-1750,P48499,18553.12
id-2009,P48499,18558.64
id-3679,O97193,1856.41
id-4284,O15826,18562.2
id-2016,Q4QBL1,18569.64
id-1762,Q4QBL1,18572.34
id-3411,P48499,185726.22
id-3700,O15826,1858.26
id-4654,O97193,1858.37
id-1856,P48499,18581.15
id-2591,Q6TUJ5,185834.84
id-3772,O15826,185850.55
id-1083,Q6TUJ5,185875.14
id-3179,Q4QBL1,1859.37
id-4823,Q6TUJ5,1859.39
id-3196,P48499,185997.22
id-2748,O97193,186.23
id-4150,Q4QHJ8,186.27
id-625,Q27686,186.52
id-641,O15826,186.54
id-610,P48499,186.57
id-3616,Q6TUJ5,186.59
id-2228,P48499,186.6
id-4887,O15826,186.63
id-255,O97193,186.79
id-4702,O97193,186.79
id-2677,P48499,186.92
id-250,P48499,1860.09
id-226,Q27686,1860.1
id-2356,Q27686,1860.11
id-758,Q27686,1860.69
id-4293,P48499,186022.24
id-838,P48499,18609.22
id-2064,Q4QBL1,1861.1
id-3243,Q4QHJ8,1861.17
id-710,P48499,1862.1
id-5346,Q6TUJ5,1862.31
id-4221,O15826,186203.19
id-2775,Q6TUJ5,18624.16
id-697,O15826,18624.2
id-2173,Q27686,18626.51
id-2645,Q4QBL1,18629.48
id-1051,Q6TUJ5,1863.11
id-2875,P48499,18631.59
id-1454,Q4QBL1,186344.71
id-3353,O97193,18636.6
id-3724,Q6TUJ5,186368.24
id-4242,Q6TUJ5,18637.07
id-3268,O15826,1864.91
id-229,Q27686,18644.01
id-2173,P48499,18645.03
id-3685,P48499,18648.45
id-4730,P48499,18652.98
id-1781,P48499,186534.06
id-175,Q4QHJ8,186540.21
id-2268,P48499,18656.52
id-4789,O15826,18659.94
id-1837,Q6TUJ5,1866.75
id-1512,Q6TUJ5,18664.61
id-4816,P48499,18664.9
id-2035,Q4QHJ8,18667.52
id-3773,O97193,18668.63
id-2241,Q6TUJ5,1867.46
id-3496,Q4QBL1,1867.66
id-4583,Q6TUJ5,186705.57
id-628,Q4QBL1,186732.32
id-3137,P48499,18674.7
id-3909,Q6TUJ5,18677.45
id-2602,Q6TUJ5,186827.37
id-2306,Q4QHJ8,186866.86
id-2803,Q6TUJ5,18689.43
id-1862,Q6TUJ5,1869.11
id-1954,Q4QHJ8,1869.13
id-803,O15826,1869.83
id-2688,Q4QHJ8,18698.91
id-924,O15826,187.0
id-2331,Q4QBL1,187.1
id-4186,Q27686,187.18
id-2226,Q27686,187.22
id-3271,Q4QBL1,187.26
id-3234,Q4QBL1,187.58
id-3658,Q4QHJ8,187.6
