zinc_id,pid,Kd,DeepPurpose_score
ZINC000019632927,Q6TUJ5,5.0626630783081055,9020.11
ZINC000006092801,P48499,5.062685489654541,12204.32
ZINC000003918137,Q27686,5.062936782836914,185374.18
ZINC000000000627,P48499,5.062960624694824,9434.58
ZINC000002018134,Q27686,5.063011646270752,10932.25
ZINC000261494564,P48499,5.063226699829102,10604.46
ZINC000100053696,P48499,5.063226699829102,10604.46
ZINC000095618592,P48499,5.063226699829102,10604.46
ZINC000100053693,P48499,5.063226699829102,10604.46
ZINC000261494565,P48499,5.063226699829102,10604.46
ZINC000095618593,P48499,5.063226699829102,10604.46
ZINC000003831051,Q4QBL1,5.063644409179688,6471.79
ZINC000003831050,Q4QBL1,5.063644409179688,6471.79
ZINC000001542930,O15826,5.063783645629883,25.78
ZINC000000895040,Q4QBL1,5.063928604125977,52826.03
ZINC000082872187,Q4QHJ8,5.063979148864746,1377.69
ZINC000082872188,Q4QHJ8,5.063979148864746,1377.69
ZINC000000132448,Q4QBL1,5.064075946807861,5979.48
ZINC000000002264,P48499,5.064287185668945,18631.59
ZINC000004217270,O97193,5.0646162033081055,785.09
ZINC000002005673,P48499,5.064616680145264,21336.09
ZINC000019632633,O97193,5.0646328926086435,573.18
ZINC000022056030,O97193,5.0646328926086435,573.18
ZINC000022066124,O15826,5.064661502838135,276.01
ZINC000012402836,O97193,5.064770221710205,26.99
ZINC000001530601,O97193,5.064770221710205,26.99
ZINC000001530613,Q4QHJ8,5.064889430999756,13710.37
ZINC000000601283,O97193,5.064905643463135,1435.42
ZINC000022056510,O15826,5.064972877502441,291.61
ZINC000095618903,O97193,5.065006732940674,9329.08
ZINC000095618905,O97193,5.065006732940674,9329.08
ZINC000095618904,O97193,5.065006732940674,9329.08
ZINC000095618906,O97193,5.065006732940674,9329.08
ZINC000062227227,Q27686,5.065040588378906,42360.38
ZINC000253612041,Q27686,5.065040588378906,42360.38
ZINC000253612045,Q27686,5.065040588378906,42360.38
ZINC000100054264,Q27686,5.065040588378906,42360.38
ZINC000100054267,Q27686,5.065040588378906,42360.38
ZINC000062227230,Q27686,5.065040588378906,42360.38
ZINC000065740669,Q6TUJ5,5.065147876739502,23329.92
ZINC000077269419,O97193,5.065396785736084,52.73
ZINC000261494554,O97193,5.065396785736084,52.73
ZINC000261494553,O97193,5.065396785736084,52.73
ZINC000261494551,O97193,5.065396785736084,52.73
ZINC000077269421,O97193,5.065396785736084,52.73
ZINC000261494552,O97193,5.065396785736084,52.73
ZINC000000621833,O15826,5.065439701080322,7088.52
ZINC000000621828,O15826,5.065439701080322,7088.52
ZINC000005651105,Q27686,5.065488815307617,80143.66
ZINC000005651434,Q27686,5.065488815307617,80143.66
ZINC000095618886,Q6TUJ5,5.0656914710998535,123997.35
ZINC000000004759,Q27686,5.065765857696533,833.17
ZINC000000531272,Q27686,5.065765857696533,833.17
ZINC000008437287,O97193,5.066033840179443,10352.86
ZINC000043206271,Q6TUJ5,5.066294193267822,24140.55
ZINC000003860441,P48499,5.06635856628418,224770.8
ZINC000001420561,Q27686,5.066419124603272,621.24
ZINC000059660513,Q6TUJ5,5.066473484039307,5575.69
ZINC000000009708,Q4QBL1,5.066521167755127,2489.9
ZINC000001481983,P48499,5.066554546356201,1991.97
ZINC000000000135,Q4QHJ8,5.066588878631592,29970.38
ZINC000000129343,Q4QHJ8,5.066588878631592,29970.38
ZINC000095618742,O97193,5.066791534423828,1949.24
ZINC000095618741,O97193,5.066791534423828,1949.24
ZINC000003869640,O15826,5.067161083221436,445.22
ZINC000002509772,O15826,5.067161083221436,445.22
ZINC000003830933,Q27686,5.067218780517578,480.82
ZINC000001530937,Q4QBL1,5.0673675537109375,76111.9
ZINC000096006009,Q6TUJ5,5.067375183105469,58001.24
ZINC000001530810,Q6TUJ5,5.067535400390625,25731.73
ZINC000077319516,Q4QBL1,5.067737579345703,69478.93
ZINC000247444468,Q4QBL1,5.067737579345703,69478.93
ZINC000247444471,Q4QBL1,5.067737579345703,69478.93
ZINC000035635997,Q27686,5.067830562591553,9241.16
ZINC000035635999,Q27686,5.067830562591553,9241.16
ZINC000003871701,Q6TUJ5,5.067837715148926,3285.76
ZINC000006845992,Q27686,5.067986488342285,1142.98
ZINC000003830445,P48499,5.067994117736816,12878.92
ZINC000012495031,Q27686,5.068006992340088,991.51
ZINC000001530764,P48499,5.068063735961914,2197.6
ZINC000001530716,O97193,5.068465232849121,436.65
ZINC000012466082,O97193,5.068532943725586,1713.53
ZINC000003872605,O97193,5.068532943725586,1713.53
ZINC000252678020,O97193,5.068532943725586,1713.53
ZINC000000607900,O97193,5.068843364715576,7557.0
ZINC000012404516,Q6TUJ5,5.068894863128662,147.25
ZINC000100054264,O15826,5.068939685821533,1104.99
ZINC000062227227,O15826,5.068939685821533,1104.99
ZINC000062227230,O15826,5.068939685821533,1104.99
ZINC000253612045,O15826,5.068939685821533,1104.99
ZINC000100054267,O15826,5.068939685821533,1104.99
ZINC000253612041,O15826,5.068939685821533,1104.99
ZINC000001571009,Q27686,5.06898307800293,167176.34
ZINC000002015559,O97193,5.069111347198486,126.53
ZINC000002015558,O97193,5.069111347198486,126.53
ZINC000031771386,O97193,5.06964111328125,6.6
ZINC000100017742,O97193,5.06964111328125,6.6
ZINC000003995861,O97193,5.06964111328125,6.6
ZINC000100017736,O97193,5.06964111328125,6.6
ZINC000034620394,O15826,5.069648265838623,28586.75
ZINC000034620396,O15826,5.069648265838623,28586.75
ZINC000000157458,Q27686,5.069758415222168,44872.42
ZINC000012494340,O97193,5.069796085357666,13011.36
ZINC000005167145,O97193,5.069796085357666,13011.36
ZINC000001670385,Q4QHJ8,5.069839000701903,3089.35
ZINC000030731204,Q4QHJ8,5.069961071014403,28547.7
ZINC000030731200,Q4QHJ8,5.069961071014403,28547.7
ZINC000019796155,Q27686,5.070364475250244,921.35
ZINC000072190173,Q27686,5.0704078674316415,691.16
ZINC000084402690,Q27686,5.0704078674316415,691.16
ZINC000037868226,Q27686,5.0704078674316415,691.16
ZINC000137375210,Q6TUJ5,5.0705246925354,21054.84
ZINC000012501706,O97193,5.070754528045653,592.34
ZINC000000057408,O97193,5.071014404296875,13585.31
ZINC000000057407,O97193,5.071014404296875,13585.31
ZINC000000057406,O97193,5.071014404296875,13585.31
ZINC000000057409,O97193,5.071014404296875,13585.31
ZINC000003872687,P48499,5.07114839553833,16094.75
ZINC000000607910,P48499,5.07114839553833,16094.75
ZINC000043195697,O15826,5.071237087249756,258.27
ZINC000003918137,P48499,5.071488857269287,384877.37
ZINC000000895342,Q4QHJ8,5.071630001068115,950.92
ZINC000000895034,Q4QHJ8,5.071630001068115,950.92
ZINC000001704297,Q4QHJ8,5.0717387199401855,7394.44
ZINC000002018845,Q4QHJ8,5.0717387199401855,7394.44
ZINC000006095281,Q27686,5.071852207183838,1584.7
ZINC000000000865,Q27686,5.071852207183838,21626.83
ZINC000000057438,Q27686,5.0719404220581055,91805.7
ZINC000000000563,Q27686,5.0719404220581055,91805.7
ZINC000000056645,O15826,5.0722689628601065,20.36
ZINC000000056646,O15826,5.0722689628601065,20.36
ZINC000002034481,Q4QBL1,5.07250452041626,47608.32
ZINC000000402954,P48499,5.072834491729736,2876.72
ZINC000038421485,O97193,5.073541164398193,6864.19
ZINC000001482035,Q4QHJ8,5.0736422538757315,13892.74
ZINC000017285872,Q27686,5.073678970336914,1699.41
ZINC000017285869,Q27686,5.073678970336914,1699.41
ZINC000001633889,Q27686,5.073678970336914,1699.41
ZINC000001633887,Q27686,5.073678970336914,1699.41
ZINC000003643421,O15826,5.073768138885498,2827.12
ZINC000002525883,O15826,5.073768138885498,2827.12
ZINC000002510775,O15826,5.073768138885498,2827.12
ZINC000003643419,O15826,5.073768138885498,2827.12
ZINC000000001370,O97193,5.073916435241699,53.35
ZINC000002040210,Q27686,5.074232578277588,9626.61
ZINC000002040211,Q27686,5.074232578277588,9626.61
ZINC000062227227,Q6TUJ5,5.074394702911377,59425.72
ZINC000253612045,Q6TUJ5,5.074394702911377,59425.72
ZINC000100054264,Q6TUJ5,5.074394702911377,59425.72
ZINC000062227230,Q6TUJ5,5.074394702911377,59425.72
ZINC000253612041,Q6TUJ5,5.074394702911377,59425.72
ZINC000100054267,Q6TUJ5,5.074394702911377,59425.72
ZINC000034092806,O15826,5.074471473693848,2504.58
ZINC000003831354,Q27686,5.074578285217285,23343.37
ZINC000000000654,Q27686,5.074578285217285,23343.37
ZINC000003881408,O97193,5.074580192565918,801.07
ZINC000005841914,Q4QHJ8,5.074586391448975,2927.69
ZINC000002570839,Q4QHJ8,5.074586391448975,2927.69
ZINC000003935481,Q6TUJ5,5.074589252471924,357631.53
ZINC000005650754,Q6TUJ5,5.074589252471924,357631.53
ZINC000030726399,Q6TUJ5,5.074602127075195,2135.71
ZINC000030731295,P48499,5.07460355758667,23633.73
ZINC000002519740,Q27686,5.0748209953308105,1040.6
ZINC000000001317,O97193,5.075173854827881,1159.28
ZINC000100035525,Q6TUJ5,5.0753278732299805,21311.28
ZINC000013831141,Q6TUJ5,5.0753278732299805,21311.28
ZINC000002008310,Q6TUJ5,5.0753278732299805,21311.28
ZINC000000000513,O15826,5.075465679168701,654.25
ZINC000001999512,O15826,5.075465679168701,654.25
ZINC000003830500,O15826,5.0756049156188965,560.65
ZINC000000000469,P48499,5.075706481933594,132033.29
ZINC000000002273,P48499,5.075706481933594,132033.29
ZINC000065739349,Q27686,5.075752258300781,33920.95
ZINC000030731143,P48499,5.075848579406738,145885.44
ZINC000001891034,Q27686,5.076075077056885,45.12
ZINC000018099446,Q4QHJ8,5.076379776000977,105693.16
ZINC000254748682,Q4QHJ8,5.076379776000977,105693.16
ZINC000100019007,Q4QHJ8,5.076379776000977,105693.16
ZINC000004468778,Q27686,5.076454162597656,1165.85
ZINC000100036955,Q4QBL1,5.076648712158203,57395.8
ZINC000038140873,Q4QBL1,5.076648712158203,57395.8
ZINC000043763856,Q4QBL1,5.076648712158203,57395.8
ZINC000038140872,Q4QBL1,5.076648712158203,57395.8
ZINC000100052205,Q4QBL1,5.076648712158203,57395.8
ZINC000100036957,Q4QBL1,5.076648712158203,57395.8
ZINC000004428527,O97193,5.07665491104126,3411.76
ZINC000006093534,O15826,5.077008247375488,8810.55
ZINC000255983387,O15826,5.077008247375488,8810.55
ZINC000095618571,O15826,5.077008247375488,8810.55
ZINC000000137884,Q4QBL1,5.0772738456726065,4913.94
ZINC000000002235,O97193,5.077436923980713,5657.08
ZINC000000901808,Q4QHJ8,5.077610492706299,982.76
ZINC000000901811,Q4QHJ8,5.077610492706299,982.76
ZINC000100036823,O97193,5.077610969543457,33.7
ZINC000013454202,O97193,5.077610969543457,33.7
ZINC000100036834,O97193,5.077610969543457,33.7
ZINC000005162311,O97193,5.077691078186035,1453.24
ZINC000019796018,O97193,5.0777859687805185,32113.18
ZINC000000403533,Q27686,5.077887058258057,458.67
ZINC000001854466,P48499,5.078241348266602,15367.58
ZINC000002040985,O97193,5.0782904624938965,432.04
ZINC000002040986,O97193,5.0782904624938965,432.04
ZINC000002040984,O97193,5.0782904624938965,432.04
ZINC000002040987,O97193,5.0782904624938965,432.04
ZINC000033944288,O97193,5.078605175018311,6077.21
ZINC000033944289,O97193,5.078605175018311,6077.21
ZINC000003830500,Q6TUJ5,5.078775882720947,18472.0
ZINC000000001322,Q4QBL1,5.078819751739502,1156.72
ZINC000003137600,O97193,5.078874588012695,809.03
ZINC000001530808,Q4QHJ8,5.079010486602783,1599.54
ZINC000085536956,Q27686,5.079049110412598,355.36
ZINC000085536958,Q27686,5.079049110412598,355.36
ZINC000087496429,Q27686,5.079049110412598,355.36
ZINC000095618775,O97193,5.079252243041992,23.54
ZINC000002038104,P48499,5.079295158386231,51873.13
ZINC000003789853,O15826,5.0793070793151855,17.47
ZINC000019362721,P48499,5.0797505378723145,4177.02
ZINC000022033882,P48499,5.0797505378723145,4177.02
ZINC000022033872,P48499,5.0797505378723145,4177.02
ZINC000019362722,P48499,5.0797505378723145,4177.02
ZINC000003830511,O97193,5.079782962799072,1650.74
ZINC000000896711,Q6TUJ5,5.07982063293457,9761.7
ZINC000000001267,Q6TUJ5,5.07982063293457,9761.7
ZINC000000896709,Q6TUJ5,5.07982063293457,9761.7
ZINC000002522648,Q6TUJ5,5.07982063293457,9761.7
ZINC000008214519,Q27686,5.080183982849121,18432.23
ZINC000261494557,Q6TUJ5,5.0804524421691895,21353.01
ZINC000095618770,Q6TUJ5,5.0804524421691895,21353.01
ZINC000261494555,Q6TUJ5,5.0804524421691895,21353.01
ZINC000261494558,Q6TUJ5,5.0804524421691895,21353.01
ZINC000095618771,Q6TUJ5,5.0804524421691895,21353.01
ZINC000261494556,Q6TUJ5,5.0804524421691895,21353.01
ZINC000019796018,Q6TUJ5,5.080658912658691,315204.82
ZINC000035024346,O97193,5.0811052322387695,10053.06
ZINC000034967244,Q27686,5.081291198730469,177.75
ZINC000000403618,Q4QBL1,5.081411361694336,3181.4
ZINC000095618675,Q27686,5.081414222717285,10018.78
ZINC000000004724,P48499,5.081541061401367,9919.85
ZINC000000000095,Q27686,5.081578731536865,11267.22
ZINC000001668588,Q27686,5.081578731536865,11267.22
ZINC000030731214,Q6TUJ5,5.081597805023193,30820.26
ZINC000000896683,Q6TUJ5,5.081849098205566,358593.87
ZINC000000000480,Q6TUJ5,5.081849098205566,358593.87
ZINC000000020236,Q6TUJ5,5.082059383392334,2328.72
ZINC000000057521,Q6TUJ5,5.082059383392334,2328.72
ZINC000000004321,O15826,5.082181453704834,2371.54
ZINC000003830882,O97193,5.082319259643555,587.84
ZINC000000056643,O15826,5.0826334953308105,181.05
ZINC000011680943,O15826,5.0826449394226065,10662.9
ZINC000029407431,O15826,5.082779407501222,6.55
ZINC000029407434,O15826,5.082779407501222,6.55
ZINC000000154803,Q27686,5.082840919494629,93172.32
ZINC000001530725,O15826,5.082927227020264,228.27
ZINC000001530726,O15826,5.082927227020264,228.27
ZINC000001481747,Q27686,5.083077907562256,9164.45
ZINC000001678302,Q27686,5.083077907562256,9164.45
ZINC000030731351,Q6TUJ5,5.083105087280273,83114.77
ZINC000030731355,Q6TUJ5,5.083105087280273,83114.77
ZINC000001534965,P48499,5.083172798156738,23255.06
ZINC000100053985,Q27686,5.083195686340332,1209.57
ZINC000261494634,Q27686,5.083195686340332,1209.57
ZINC000100053979,Q27686,5.083195686340332,1209.57
ZINC000261494635,Q27686,5.083195686340332,1209.57
ZINC000100053983,Q27686,5.083195686340332,1209.57
ZINC000100053987,Q27686,5.083195686340332,1209.57
ZINC000095618679,Q27686,5.083381175994873,10273.03
ZINC000095618680,Q27686,5.083381175994873,10273.03
ZINC000261494576,Q27686,5.083381175994873,10273.03
ZINC000100054171,Q27686,5.083381175994873,10273.03
ZINC000100054168,Q27686,5.083381175994873,10273.03
ZINC000261494575,Q27686,5.083381175994873,10273.03
ZINC000000001931,Q4QBL1,5.08349609375,13117.46
ZINC000000000166,P48499,5.083606243133545,64990.23
ZINC000002018982,P48499,5.083606243133545,64990.23
ZINC000002018981,P48499,5.083606243133545,64990.23
ZINC000002018980,P48499,5.083606243133545,64990.23
ZINC000000001548,Q4QBL1,5.083656311035156,31406.31
ZINC000001530427,Q4QHJ8,5.083673000335693,94351.46
ZINC000022055046,Q4QHJ8,5.0836753845214835,71728.29
ZINC000005019445,P48499,5.0837178230285645,13083.78
ZINC000036401969,O15826,5.083933353424072,482.15
ZINC000036401970,O15826,5.083933353424072,482.15
ZINC000005837443,Q4QHJ8,5.0839805603027335,5264.03
ZINC000002570844,Q4QHJ8,5.0839805603027335,5264.03
ZINC000017970372,O97193,5.084057807922363,24884.52
ZINC000000001270,Q4QBL1,5.084352016448975,67452.73
ZINC000001847459,Q4QHJ8,5.084393501281738,2536.98
ZINC000014953365,P48499,5.0844154357910165,19732.7
ZINC000017611186,Q4QHJ8,5.08475923538208,500.35
ZINC000000000786,Q4QBL1,5.085007190704347,42164.47
ZINC000000002283,Q4QBL1,5.085007190704347,42164.47
ZINC000003830442,Q27686,5.08515214920044,2437.6
ZINC000003830441,Q27686,5.08515214920044,2437.6
ZINC000000001131,P48499,5.085287570953369,453.56
ZINC000000001676,O97193,5.085412502288818,1.8
ZINC000005127789,O15826,5.085804462432861,548.58
ZINC000008855117,O15826,5.085804462432861,548.58
ZINC000003813083,Q6TUJ5,5.085906028747559,34.09
ZINC000000000449,Q6TUJ5,5.085906028747559,34.09
ZINC000000113426,Q27686,5.086083889007568,45976.02
ZINC000000113428,Q27686,5.086083889007568,45976.02
ZINC000239173596,Q6TUJ5,5.086222171783447,381.11
ZINC000011525121,Q6TUJ5,5.086222171783447,381.11
ZINC000004059755,Q6TUJ5,5.086222171783447,381.11
ZINC000084441937,Q6TUJ5,5.086222171783447,381.11
ZINC000004099104,P48499,5.086291790008545,664.6
ZINC000095618798,Q6TUJ5,5.086602210998535,4161.62
ZINC000095618799,Q6TUJ5,5.086602210998535,4161.62
ZINC000261494643,Q6TUJ5,5.086602210998535,4161.62
ZINC000261494644,Q6TUJ5,5.086602210998535,4161.62
ZINC000000014007,O15826,5.086610317230225,126.26
ZINC000000113415,O15826,5.086610317230225,126.26
ZINC000299818007,Q27686,5.086657524108887,18474.51
ZINC000006095847,O97193,5.086749076843262,104523.49
ZINC000001481789,P48499,5.086758613586426,605.42
ZINC000001482162,P48499,5.086758613586426,605.42
ZINC000003798720,O97193,5.086820125579834,33788.43
ZINC000003874934,O97193,5.086820125579834,33788.43
ZINC000095618671,P48499,5.08686113357544,26456.98
ZINC000004097404,O97193,5.086890697479248,8717.09
ZINC000000005608,Q6TUJ5,5.086988925933838,340139.62
ZINC000100055075,O97193,5.087001323699951,40.67
ZINC000100055077,O97193,5.087001323699951,40.67
ZINC000095564694,Q6TUJ5,5.0871005058288565,342.22
ZINC000003814184,P48499,5.087202548980713,45469.99
ZINC000034608502,Q27686,5.087457180023193,22060.41
ZINC000077300530,O97193,5.087460994720459,5376.7
ZINC000000000507,P48499,5.087583541870117,1004737.9
ZINC000000403079,P48499,5.087583541870117,1004737.9
ZINC000049089868,Q6TUJ5,5.088094711303711,3027.88
ZINC000019632822,P48499,5.088232517242432,15149.17
ZINC000000608179,Q4QHJ8,5.0883378982543945,573.99
ZINC000005650070,O97193,5.088614940643311,851.81
ZINC000019014866,Q6TUJ5,5.0886878967285165,2897.95
ZINC000004216730,Q6TUJ5,5.088824272155762,7929.24
ZINC000004214205,Q6TUJ5,5.088824272155762,7929.24
ZINC000100054069,Q27686,5.088831424713135,9000.49
ZINC000100054067,Q27686,5.088831424713135,9000.49
ZINC000100054071,Q27686,5.088831424713135,9000.49
ZINC000261494632,Q27686,5.088831424713135,9000.49
ZINC000100054074,Q27686,5.088831424713135,9000.49
ZINC000261494631,Q27686,5.088831424713135,9000.49
ZINC000261494633,Q27686,5.088831424713135,9000.49
ZINC000000580890,O97193,5.088926315307617,1884.91
ZINC000001530855,Q27686,5.0889320373535165,25082.96
ZINC000001530856,Q27686,5.0889320373535165,25082.96
ZINC000003843198,Q27686,5.089054584503174,3633.95
ZINC000004498297,Q6TUJ5,5.089212894439697,125495.47
ZINC000025629071,Q6TUJ5,5.089212894439697,125495.47
ZINC000004498292,Q6TUJ5,5.089212894439697,125495.47
ZINC000025629079,Q6TUJ5,5.089212894439697,125495.47
ZINC000000001041,Q4QBL1,5.0897789001464835,12111.93
ZINC000000968273,P48499,5.08979606628418,10592.35
ZINC000000968274,P48499,5.08979606628418,10592.35
ZINC000000057513,O97193,5.0898404121398935,393.85
ZINC000003831157,O97193,5.090029239654541,1208.24
ZINC000003977942,O97193,5.090029239654541,1208.24
ZINC000003629271,O15826,5.090214729309082,1896.42
ZINC000003813047,O97193,5.0904388427734375,201.94
ZINC000001704297,Q27686,5.0904951095581055,7342.15
ZINC000002018845,Q27686,5.0904951095581055,7342.15
ZINC000005132639,Q4QBL1,5.090566635131836,15761.81
ZINC000005132640,Q4QBL1,5.090566635131836,15761.81
ZINC000000000323,Q6TUJ5,5.090611457824707,125504.22
ZINC000000008667,Q6TUJ5,5.090611457824707,125504.22
ZINC000095618602,Q27686,5.090795993804932,441.39
ZINC000095618603,Q27686,5.090795993804932,441.39
ZINC000096298875,O15826,5.0908851623535165,194.23
ZINC000006661227,Q4QBL1,5.090996742248535,45305.74
ZINC000004098633,P48499,5.091096878051758,200973.8
ZINC000100734163,Q6TUJ5,5.091400623321533,39.76
ZINC000002383046,O15826,5.091469764709473,646.46
ZINC000002568290,Q4QHJ8,5.091711044311523,13479.33
ZINC000003812869,O97193,5.092189311981201,2159.08
ZINC000003830390,O97193,5.092189311981201,2159.08
ZINC000001542933,Q4QBL1,5.092245101928711,110.79
ZINC000021981208,Q6TUJ5,5.092334270477295,413.24
ZINC000021981206,Q6TUJ5,5.092334270477295,413.24
ZINC000200297616,Q27686,5.0924506187438965,99870.31
ZINC000002018134,O97193,5.092456340789795,155.59
ZINC000022016981,P48499,5.092572212219238,215236.67
ZINC000022016976,P48499,5.092572212219238,215236.67
ZINC000000001600,Q27686,5.092597961425781,25968.33
ZINC000003791297,O97193,5.092711448669434,2107.77
ZINC000012503119,O97193,5.092711448669434,2107.77
ZINC000001530950,Q4QBL1,5.092740058898926,7379.12
ZINC000001530951,Q4QBL1,5.092740058898926,7379.12
ZINC000200297616,P48499,5.092851638793945,156433.32
ZINC000002077807,Q4QHJ8,5.092941284179688,140518.25
ZINC000019632668,O97193,5.09295129776001,356.01
ZINC000019632670,O97193,5.09295129776001,356.01
ZINC000002510358,O15826,5.093110084533691,14.94
ZINC000003875311,Q6TUJ5,5.093231201171875,90445.91
ZINC000000016678,Q6TUJ5,5.093231201171875,90445.91
ZINC000001542002,Q27686,5.093455314636231,5211.35
ZINC000196037215,O97193,5.093632698059082,732.58
ZINC000196037206,O97193,5.093632698059082,732.58
ZINC000000001444,O97193,5.093642711639403,97.15
ZINC000000057260,O97193,5.093670845031738,1609.98
ZINC000005116994,Q4QBL1,5.093775272369385,61611.72
ZINC000095617646,O97193,5.094039440155028,55.66
ZINC000000001750,Q4QHJ8,5.094048023223877,547.0
ZINC000004658290,Q4QHJ8,5.094229221343994,78408.2
ZINC000001532514,P48499,5.094339370727539,12597.35
ZINC000035342789,P48499,5.094400405883789,7190.22
ZINC000034468397,P48499,5.0944037437438965,6494.52
ZINC000034468399,P48499,5.0944037437438965,6494.52
ZINC000095618768,Q27686,5.094937324523926,2711.91
ZINC000095618767,Q27686,5.094937324523926,2711.91
ZINC000001533688,O15826,5.0950026512146,2630.91
ZINC000003918138,O15826,5.095038890838623,588.75
ZINC000095626782,O15826,5.095378398895264,15.76
ZINC000013518278,P48499,5.09581995010376,2429.3
ZINC000005179119,Q4QHJ8,5.095867156982422,42149.75
ZINC000000968340,Q4QHJ8,5.095940113067627,14.07
ZINC000000968338,Q4QHJ8,5.095940113067627,14.07
ZINC000095660919,P48499,5.096226215362549,46744.82
ZINC000095671365,P48499,5.096226215362549,46744.82
ZINC000000000491,Q4QBL1,5.096292018890381,58094.93
ZINC000003643826,Q4QBL1,5.096292018890381,58094.93
ZINC000000155911,Q4QBL1,5.096292018890381,58094.93
ZINC000003874419,Q4QBL1,5.096292018890381,58094.93
ZINC000008101117,P48499,5.0964012145996085,12996.22
ZINC000242437514,P48499,5.0964012145996085,12996.22
ZINC000242437511,P48499,5.0964012145996085,12996.22
ZINC000008551180,P48499,5.0964012145996085,12996.22
ZINC000242437512,P48499,5.0964012145996085,12996.22
ZINC000008551179,P48499,5.0964012145996085,12996.22
ZINC000008101116,P48499,5.0964012145996085,12996.22
ZINC000008143541,P48499,5.0964012145996085,12996.22
ZINC000008551178,P48499,5.0964012145996085,12996.22
ZINC000008551177,P48499,5.0964012145996085,12996.22
ZINC000008101114,P48499,5.0964012145996085,12996.22
ZINC000008101115,P48499,5.0964012145996085,12996.22
ZINC000000056645,Q6TUJ5,5.0964531898498535,1103.27
ZINC000000056646,Q6TUJ5,5.0964531898498535,1103.27
ZINC000019890803,Q27686,5.096487522125244,133354.71
ZINC000019890801,Q27686,5.096487522125244,133354.71
ZINC000003812983,O97193,5.096562385559082,160.01
ZINC000001530855,O97193,5.096802234649658,243.12
ZINC000001530856,O97193,5.096802234649658,243.12
ZINC000261494647,Q27686,5.097098350524902,1114.66
ZINC000000020245,Q4QHJ8,5.097198963165283,2015.74
ZINC000005113685,O15826,5.0973992347717285,9837.9
ZINC000261494647,O97193,5.09748649597168,106.03
ZINC000002010790,Q27686,5.097724914550781,1071.98
ZINC000000000646,Q27686,5.097724914550781,1071.98
ZINC000029566455,Q27686,5.097764492034912,222322.75
ZINC000029566459,Q27686,5.097764492034912,222322.75
ZINC000004099032,O97193,5.097777843475342,4115.46
ZINC000253690482,O97193,5.097777843475342,4115.46
ZINC000253690476,O97193,5.097777843475342,4115.46
ZINC000043677060,O97193,5.097777843475342,4115.46
ZINC000105121658,O97193,5.097777843475342,4115.46
ZINC000001544807,Q27686,5.097846031188965,11784.55
ZINC000001532729,Q27686,5.097846031188965,11784.55
ZINC000169621200,Q27686,5.097959518432617,4695.74
ZINC000334138310,Q27686,5.097959518432617,4695.74
ZINC000253975480,Q27686,5.097959518432617,4695.74
ZINC000003812865,Q4QHJ8,5.098161697387695,10608.04
ZINC000031261349,Q6TUJ5,5.098274230957031,51190.56
ZINC000000001137,Q6TUJ5,5.098274230957031,51190.56
ZINC000060184545,Q6TUJ5,5.098472595214844,4409.78
ZINC000000001750,O15826,5.098669052124023,81.12
ZINC000100015486,P48499,5.0987210273742685,47546.47
ZINC000000537940,Q6TUJ5,5.098737239837647,174.18
ZINC000000967932,Q6TUJ5,5.098833560943604,14708.24
ZINC000000967933,Q6TUJ5,5.098833560943604,14708.24
ZINC000095908875,O97193,5.0988807678222665,2255.62
ZINC000003869580,O97193,5.0988807678222665,2255.62
ZINC000000039089,Q4QHJ8,5.099138259887695,8231.12
ZINC000004097404,P48499,5.099435806274414,36962.55
ZINC000000005349,Q27686,5.099469184875488,752.36
ZINC000002019585,Q27686,5.099469184875488,752.36
ZINC000021999791,O97193,5.099489688873291,258.73
ZINC000040165257,O97193,5.099542617797852,37.12
ZINC000040165256,O97193,5.099542617797852,37.12
ZINC000100004862,Q27686,5.099578380584717,8887.17
ZINC000030731223,O15826,5.099780559539795,68.88
ZINC000022056510,P48499,5.0998806953430185,16166.69
ZINC000022060640,P48499,5.099930286407472,172292.69
ZINC000003831430,Q4QHJ8,5.10011100769043,66974.74
ZINC000000039092,Q27686,5.100183963775635,181974.08
ZINC000100001918,O97193,5.100242137908936,2.25
ZINC000000607939,O97193,5.100242137908936,2.25
ZINC000009212428,P48499,5.100252628326416,13932.58
ZINC000009212426,P48499,5.100252628326416,13932.58
ZINC000009212425,P48499,5.100252628326416,13932.58
ZINC000009212427,P48499,5.100252628326416,13932.58
ZINC000001533102,Q4QHJ8,5.1004371643066415,52482.51
ZINC000012503237,O15826,5.100738525390625,265.82
ZINC000005004658,O15826,5.100738525390625,265.82
ZINC000004102315,O15826,5.100738525390625,265.82
ZINC000012503240,O15826,5.100738525390625,265.82
ZINC000001481908,Q27686,5.101170063018799,1099.45
ZINC000001678599,Q27686,5.101170063018799,1099.45
ZINC000004467397,P48499,5.1012349128723145,754792.62
ZINC000000057461,Q27686,5.101243019104004,9615.92
ZINC000000000401,P48499,5.101449012756348,18506.04
ZINC000000402980,P48499,5.101449012756348,18506.04
ZINC000000402979,P48499,5.101449012756348,18506.04
ZINC000000402981,P48499,5.101449012756348,18506.04
ZINC000000000480,O97193,5.101567268371582,30839.79
ZINC000000896683,O97193,5.101567268371582,30839.79
ZINC000006070006,Q27686,5.101634979248047,280.88
ZINC000006070005,Q27686,5.101634979248047,280.88
ZINC000005924342,O97193,5.10182523727417,1919.34
