smile-id,smile
smile-1075,CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
smile-1076,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O
smile-1077,CCc1ccccc1OC[C@@H](O)CN[C@H]1CCCc2ccccc21
smile-1078,CC[C@@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
smile-1079,COC1=CC=C2C(=C1)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
smile-1080,CC(C)[C@H](N)C(=O)O
smile-1081,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1
smile-1082,OC[C@@H]1NC[C@@H](O)[C@@H]1O
smile-1083,CC(=O)OCC[N+](C)(C)C
smile-1084,CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
smile-1085,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
smile-1086,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@](=O)(O)O[C@H]2[C@H]1OC(=O)CCC
smile-1087,Nc1ccnc2c1ncn2[C@H]1CO[C@@H](CO)S1
smile-1088,COc1ccc(S(=O)(=O)NCc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)cc1
smile-1089,O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1
smile-1090,O=C(C[S@@](=O)Cc1ccco1)NCCCOc1cccc(CN2CCCCC2)c1
smile-1091,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
smile-1092,C(CCCCCOP(=O)(OCC[N+](C)(C)C)[O-])CCCCCCCCCC	
smile-1093,CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1
smile-1094,CCOc1cc2c(cc1OC)C(c1ccc(C(=O)N(C(C)C)C(C)C)cc1)=N[C@H]1CCN(C)C[C@@H]21
smile-1095,CN1CCN(CCN2CCN(CCCN3C4=CC=CC=C4SC4=C3C=C(Cl)C=C4)CC2)C1=O
smile-1096,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O
smile-1097,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2C(=O)O)c1ccccc1
smile-1098,CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1C
smile-1099,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
smile-1100,CC[C@H](OC(C)=O)C(C[C@@H](C)NC)(c1ccccc1)c1ccccc1
smile-1101,CC(C)N(C(=O)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)c(O)c1)C(C)C
smile-1102,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)COC(C)=O
smile-1103,O=C(OC1C[C@@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
smile-1104,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
smile-1105,CC(C)(CO)[C@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO
smile-1106,C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
smile-1107,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO
smile-1108,O=C1NC(=O)[C@@](c2ccccc2)(c2ccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)N1
smile-1109,CC(C)C[C@@H](C(=O)NN(CC(C)C)S(C)(=O)=O)[C@H](C/C=C/c1ccccc1)C(=O)NO
smile-1110,CC(C)(C)c1ccc(-c2nnc(S)s2)c(C(C)(C)C)c1O
smile-1111,CC(C)[N@+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
smile-1112,COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CCO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
smile-1113,CCOC(=O)C(C)(C)CCCCOc1ccc(OCCCCCn2ccnc2)cc1
smile-1114,C=CCN1CCC[C@H]1CNC(=O)c1cc2[nH]nnc2cc1OC
smile-1115,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)C1=C(Cl)C=CC=C1)C(C)=O
smile-1116,COC1=CC=C2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5OC1=C2[C@]45CCN3C
smile-1117,CCCC[C@H](CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OC[C@H](CC)CCCC)cc3O)n2)c(O)c1
smile-1118,CCc1cc(Cl)c(OC)c(C(=O)NC[C@H]2CCCN2CC)c1O
smile-1119,Cn1cnc([N+](=O)[O-])c1
smile-1120,COc1ccc([C@@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1
smile-1121,O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1
smile-1122,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2
smile-1123,CC1=C(COC(=O)[C@@H]2N3[C@H](SC2(C)C)[C@H](NC(=O)[C@H](N)C2=CC=CC=C2)C3=O)OC(=O)O1
smile-1124,CC1=C(/C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@H](O)CC2(C)C)C(C)(C)C[C@@H](O)C1=O
smile-1125,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@H](CO)C3)c2n1
smile-1126,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
smile-1127,C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]5O)CC[C@@]43C)[C@@H]1CCC2=O
smile-1128,C[C@H]1C[C@H]2[C@@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)CCC(=O)C=C12
smile-1129,CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
smile-1130,CC[C@]1(c2ccccc2)NC(=O)NC1=O
smile-1131,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
smile-1132,O=C1CN2C(=O)CC[C@H]2N1
smile-1133,OC(=O)CNC(=O)C1=C([131I])C=CC=C1
smile-1134,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
smile-1135,CCOc1ccc(-n2c([C@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(CC(F)(F)F)cc3)nc3ncccc3c2=O)cc1
smile-1136,CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
smile-1137,C#C[C@@](C)(O)CC
smile-1138,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O
smile-1139,CN1CCCN=C1COC(=O)[C@](O)(c1ccccc1)C1CCCCC1
smile-1140,Cc1cc(C)nc(N2CCN(c3ccc(NC(=O)C(=O)c4c(-c5ccccc5)cc(C)n4C)cc3)CC2)c1
smile-1141,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
smile-1142,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
smile-1143,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O
smile-1144,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O
smile-1145,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
smile-1146,CCC(O)C1=CC=CC=C1
smile-1147,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
smile-1148,CN1CCC[C@H]1c1ccc[n+](C)c1
smile-1149,CN[C@@]1(c2ccccc2Cl)CC[C@H](O)CC1=O
smile-1150,C[C@@H](c1ncncc1F)[C@@](O)(c1ccc(F)cc1F)[C@H](O)n1cncn1
smile-1151,CN(C)CCN1C2=CC=CC=C2SC(CC1=O)C1=CC=CC=C1
smile-1152,COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC
smile-1153,CN(C)CC/C=C1\c2ccccc2COc2ccccc21
smile-1154,C[N+](C)([O-])CC/C=C1\c2ccccc2COc2ccccc21
smile-1155,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
smile-1156,CC(C)(C)C#C/C=C/CNCc1cccc2ccccc12
smile-1157,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O
smile-1158,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3
smile-1159,OC1=C(C=C(Br)C=C1)C(=O)NC1=CC=C(Cl)C=C1
smile-1160,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C(O)=O
smile-1161,CCCCCC[C@H](C(=O)O)n1ccc2cc(-c3ccccc3-c3nn[nH]n3)ccc21
smile-1162,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O
smile-1163,OC(CNCCCCCCNCC(O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1
smile-1164,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
smile-1165,CSCC[C@H](N)C(=O)O
smile-1166,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1
smile-1167,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
smile-1168,CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1
smile-1169,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
smile-1170,CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1
smile-1171,O=NN(CCCl)C(=O)N[C@H]1CCC(=O)NC1=O
smile-1172,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
smile-1173,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
smile-1174,NC[C@H]1CC[C@@H](CC1)C(=O)OC1=CC=C(CCC(O)=O)C=C1
smile-1175,C[N+](C)(C)CC1COCO1
smile-1176,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ncccc1O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O
smile-1177,CCN1C2=C(N(C)C(\C=C\C3=CC(OC)=C(OC)C=C3)=N2)C(=O)N(CC)C1=O
smile-1178,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1cccnc1)C(=O)NC(C)(CO)CO
smile-1179,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
smile-1180,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@H](O)CC[C@@H]3[C@H]1C5
smile-1181,Cc1ccc([C@@]23CNC[C@H]2C3)cc1
smile-1182,CCN1C=C(C(O)=O)C(=O)C2=CC=C(C)N=C12
smile-1183,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
smile-1184,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N
smile-1185,C=CC[N@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69
smile-1186,CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1
smile-1187,CCCSC1=NC(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1
smile-1188,COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1
smile-1189,CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2
smile-1190,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C
smile-1191,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
smile-1192,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
smile-1193,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1C[C@H](O)C(C)=C[C@@H]21
smile-1194,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)CN2
smile-1195,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
smile-1196,CCOC(=O)CCCCCCCC[C@H](C)c1ccccc1I
smile-1197,NC1=CC=C(OCCCCCN2C(=O)C3=CC=CC=C3C2=O)C=C1
smile-1198,CNCCC=C1c2ccccc2C=Cc2ccccc21
smile-1199,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
smile-1200,OC(C(O)=O)C1=CC=CC=C1
smile-1201,C(CN1C2=CC=CC=C2SC2=CC=CC=C12)N1CCCC1
smile-1202,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
smile-1203,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1
smile-1204,C[C@H]1C[C@@H](OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1
smile-1205,COc1cc([C@@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@H](C)O[C@@H]5[C@H](O)[C@H]3N)[C@@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
smile-1206,Oc1ccc([C@H](O)CNCCCCCCNC[C@@H](O)c2ccc(O)c(O)c2)cc1O
smile-1207,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12
smile-1208,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1
smile-1209,CC1=NC2=CC=C(NC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=C2C(N)=C1
smile-1210,CC[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
smile-1211,CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC
smile-1212,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
smile-1213,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2
smile-1214,CCCCCCCC(=O)OC[C@H](O)CO
smile-1215,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21
smile-1216,Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
smile-1217,CCc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1
smile-1218,S=C=Nc1ccc(N=C=S)cc1
smile-1219,CC(C)C1(OCC(CO)O1)C(C)C
smile-1220,COC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O
smile-1221,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
smile-1222,CCOP(=O)(OCC)[C@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)C(C)C
smile-1223,COC1=C(OCCNCC(O)C2=CC=C(C)C(=C2)S(N)(=O)=O)C=CC=C1
smile-1224,COC(=O)c1cccnc1
smile-1225,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12
smile-1226,CC(C)(CCn1cnc2ccccc21)NC[C@@H](O)c1ccc(O)cc1F
smile-1227,CCN(C(=O)CNC(=O)[C@@H](CC[S@@](C)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](Cc1ccccc1)C(=O)NNC(C)=O
smile-1228,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(=O)O
smile-1229,CN(CC(=O)O)C(=N)N
smile-1230,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O
smile-1231,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)S(O)(=O)=O)C=C1)S(O)(=O)=O
smile-1232,O=C(O)CC1=C(S)CCN([C@H](C(=O)C2CC2)c2ccccc2F)C1
smile-1233,C=CCN(C)[C@@H]1CCN(CC)c2c(C[S@](=O)c3nc4cc(F)c(OC)cc4[nH]3)cccc21
smile-1234,CCC[C@@H]1C(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2N(CCC)C1=O
smile-1235,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
smile-1236,CC/C=C(\CCC)C(=O)O
smile-1237,CCOC(=O)NC1=CC=C2CCC3=C(C=CC=C3)N(C(=O)CN(C)C)C2=C1
smile-1238,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
smile-1239,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
smile-1240,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O
smile-1241,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
smile-1242,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
smile-1243,CC(N(C)C)C(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1
smile-1244,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
smile-1245,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
smile-1246,C[C@@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O
smile-1247,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C
smile-1248,O=c1[nH]c2cc(Br)c(Br)c([N+](=O)[O-])c2nc1O
smile-1249,CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
smile-1250,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1
smile-1251,Cc1cccc(Nc2ccccc2C(=O)O)c1C
smile-1252,CC1=CNN=C1
smile-1253,OCCOC(=O)NCC1=CC=CC=C1
smile-1254,OCC1=CN=CC=C1
smile-1255,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)[nH]n1
smile-1256,O=C(Cc1cccc(Cl)c1Cl)N1CCCC[C@H]1CN1CCCC1
smile-1257,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C
smile-1258,NCCOC[C@H](N)C(=O)O
smile-1259,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O
smile-1260,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
smile-1261,CC(C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O
smile-1262,CC(C)NC[C@H](O)c1ccc(O)c(O)c1
smile-1263,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2
smile-1264,C[C@H](C(=O)O)[C@@H](N)C(=O)O
smile-1265,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF
smile-1266,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccc(O)cc3)C(C)=C1C2(C)C
smile-1267,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
smile-1268,CCCC[C@@H](CC)CC[C@@H](CC(C)C)OS(=O)(=O)O
smile-1269,CC[C@H](C)[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
smile-1270,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1
smile-1271,Nc1ccn([C@H]2C[C@H](O)[C@H](CO[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1
smile-1272,CN1C2CCC1CC(C2)=C1C2=CC=CC=C2CSC2=C1C=CC=C2
smile-1273,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O
smile-1274,Cc1ccc(S(=O)(=O)/N=C(\O)NN2CCCCCC2)cc1
smile-1275,O=C(O)CCC/C=C\C[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1/C=C/C(F)(F)COc1ccccc1
smile-1276,O=C(OCCO)c1ccccc1O
smile-1277,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
smile-1278,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
smile-1279,C[C@@H]1C[C@@H]2[C@@H]3C[C@@H](O)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
smile-1280,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
smile-1281,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
smile-1282,CC(C)[C@H]1CC[C@@H](C)C[C@@H]1OC(=O)c1ccccc1N
smile-1283,O[C@@]1(c2ncccn2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl
smile-1284,OC1=CC2=C(C=C1O)C(CC1=CC(O)=C(O)C=C1)=NC=C2
